高校源缺口优先级ID,来源高校源最新证据对齐账本,来源高校官网辅证状态快照,来源高校官网辅证自动执行批次,来源C4C6结构化候选diff账本,来源C4C6补源尝试账本,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,缺口优先级序号,高校源最新对齐ID,高校官网辅证状态快照ID,高校官网辅证自动执行批次ID,院校代码,任务学校键SHA16,原自动执行泳道,原结构化输出状态桶,原候选diff状态桶,原补源状态桶,最新高校侧证据层级,相对原自动账本推进状态,缺口主类,缺口子类,执行优先级,执行优先级分,自动推进泳道,人工核验泳道,是否需要自动补结构化,是否需要继续补源,是否需要回PDF原页,是否需要湖北官方侧核验,是否只核章程规则,是否已有可用于提示的高校侧线索,涉及招生明细数,涉及专业组数,next20任务数,C4C6结构化diff包数,C4C6可生成候选diff明细数,C4C6计划数冲突候选数,C4C6官网可补OCR计划数候选数,C4C6补源尝试记录数,最新公开证据集合SHA16,缺口原因桶,最小自动动作,最小人工动作,完成条件,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
SCHOOLGAP-a0b7c8ae2be73ee4,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,25,SOURCESYNC-be770ae628d518cf,SCHOOLSRCSTATUS-a44a76571aaaeb29,SCHOOLSRCEXEC-398e15dc17be549c,H001,de08b24c7c469a71,A1-官网补缺线索回页核验,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,G1-OCR补缺线索回页核验,D1-高校侧可补OCR缺口线索,E0-人工先核回页,900,H1-整理补缺线索供核页,R1-核PDF原页缺失字段和湖北官方侧,false,false,true,true,false,true,1,1,1,1,8,1,1,0,3b6ffcff8682db0f,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,PDF原页、湖北官方侧和高校侧差异线索三方闭环一致后，仍需人工决定是否写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-2eb998ddf3fb9150,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,26,SOURCESYNC-cb41c0bf8d0de1fc,SCHOOLSRCSTATUS-c9cd16381554e0d4,SCHOOLSRCEXEC-172098773241c841,C108,c96bb06f53e0ad29,A2-专业名匹配规则或人工确认,T2-有公开来源待解析,D5-不适用,S4-部分来源待跟进,L3-已有湖北物理结构化或候选diff线索,P1-保持原执行泳道,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,E0-人工先核回页,800,H2-补专业名匹配规则,R2-核同页上下文和专业组边界,false,false,true,true,false,true,12,2,2,1,41,1,0,0,238a189c24c4f26a,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-57eeab4658440e08,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,27,SOURCESYNC-aa73d62ea9b3f5ce,SCHOOLSRCSTATUS-7c25c0cc84c894a6,SCHOOLSRCEXEC-670120d84403ae8a,A135,b339685168ca0680,A2-专业名匹配规则或人工确认,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,E0-人工先核回页,800,H2-补专业名匹配规则,R2-核同页上下文和专业组边界,false,false,true,true,false,true,3,1,0,1,10,0,7,0,56a73fe94c5eb95a,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-8db23383122d8c12,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,28,SOURCESYNC-46cdb70de9338b49,SCHOOLSRCSTATUS-15cce653e57ed35c,SCHOOLSRCEXEC-7ece5db9c76198f4,F902,333a9b7ee4d02a11,A2-专业名匹配规则或人工确认,T2-有公开来源待解析,D5-不适用,S4-部分来源待跟进,L3-已有湖北物理结构化或候选diff线索,P1-保持原执行泳道,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,E0-人工先核回页,800,H2-补专业名匹配规则,R2-核同页上下文和专业组边界,false,false,true,true,false,true,3,1,1,1,2,1,1,0,0ea58c7176b523bf,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-287dde2867382d9d,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,29,SOURCESYNC-2f3cda9bc36febfe,SCHOOLSRCSTATUS-f4b3137ff1340149,SCHOOLSRCEXEC-0990b3480ddf7d99,K153,a52159c080487044,A2-专业名匹配规则或人工确认,T2-有公开来源待解析,D5-不适用,S4-部分来源待跟进,L3-已有湖北物理结构化或候选diff线索,P1-保持原执行泳道,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,E0-人工先核回页,800,H2-补专业名匹配规则,R2-核同页上下文和专业组边界,false,false,true,true,false,true,3,1,0,1,6,0,4,0,b83a3fb30ad54207,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-da2306da6552fdc2,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,30,SOURCESYNC-114b485f6cd78a20,SCHOOLSRCSTATUS-46956b865a934273,SCHOOLSRCEXEC-c8c0cb1e721223c6,C150,1525f93c158a46ab,A2-专业名匹配规则或人工确认,T3-暂无结构化源,D5-不适用,S2-已有可复用高校官网源,L0-暂无可复用高校侧计划源,P1-保持原执行泳道,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,E0-人工先核回页,800,H2-补专业名匹配规则,R2-核同页上下文和专业组边界,false,false,true,true,false,false,2,2,0,0,0,0,0,0,,暂无公开结构化湖北物理计划源线索。,先核第19期PDF原页和湖北官方侧；高校官网只作冲突解释和差异提示。,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-c3cf8bfe5050a332,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,31,SOURCESYNC-3db5ceb5e0cc2244,SCHOOLSRCSTATUS-f0d836e0618213a7,SCHOOLSRCEXEC-a242c3c80a4b3152,K753,43d36e9e1a49bf91,A2-专业名匹配规则或人工确认,T2-有公开来源待解析,D5-不适用,S4-部分来源待跟进,L3-已有湖北物理结构化或候选diff线索,P1-保持原执行泳道,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,E0-人工先核回页,800,H2-补专业名匹配规则,R2-核同页上下文和专业组边界,false,false,true,true,false,true,2,1,1,1,13,2,3,0,d4647ba2e86db6e0,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-2bc45137e8cdb3ea,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,32,SOURCESYNC-c92e8a884ffc0fe4,SCHOOLSRCSTATUS-09e7a53583123570,SCHOOLSRCEXEC-a2a22aeb4c64f38b,A195,8c979da07fee2031,A2-专业名匹配规则或人工确认,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,E0-人工先核回页,800,H2-补专业名匹配规则,R2-核同页上下文和专业组边界,false,false,true,true,false,true,1,1,0,1,42,0,42,0,a6f868f919d65205,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-b5584b49ed9b1410,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,33,SOURCESYNC-b363fb028f13a27c,SCHOOLSRCSTATUS-a3c75cf23752ea2f,SCHOOLSRCEXEC-f223de3e66da350e,A197,2178fb12971acc33,A2-专业名匹配规则或人工确认,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,E0-人工先核回页,800,H2-补专业名匹配规则,R2-核同页上下文和专业组边界,false,false,true,true,false,true,1,1,1,1,26,4,3,0,2a20103ebd03463d,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-416afe2edbde9145,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,34,SOURCESYNC-72b13fb073d7bab9,SCHOOLSRCSTATUS-90afd6c4c46a5dcf,SCHOOLSRCEXEC-72a6d8264d4aef81,F099,6a0661010f26e793,A2-专业名匹配规则或人工确认,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,E0-人工先核回页,800,H2-补专业名匹配规则,R2-核同页上下文和专业组边界,false,false,true,true,false,true,1,1,0,1,12,0,12,0,12dd7663c4d171b1,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-2187f8dfb3c1d94f,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,35,SOURCESYNC-8d72d905b51701f8,SCHOOLSRCSTATUS-208b8f82c0e15a6e,SCHOOLSRCEXEC-5dc039cd4bad021d,H450,96e4d6ad63b20ab1,A2-专业名匹配规则或人工确认,T2-有公开来源待解析,D5-不适用,S4-部分来源待跟进,L3-已有湖北物理结构化或候选diff线索,P1-保持原执行泳道,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,E0-人工先核回页,800,H2-补专业名匹配规则,R2-核同页上下文和专业组边界,false,false,true,true,false,true,1,1,2,1,8,2,1,0,880daf4540a572fb,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-7f537b3bd2374001,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,36,SOURCESYNC-87ac7672b3966cae,SCHOOLSRCSTATUS-6bf7065414c2a549,SCHOOLSRCEXEC-21e3314624217acb,H945,6763065f954af248,A2-专业名匹配规则或人工确认,T2-有公开来源待解析,D5-不适用,S4-部分来源待跟进,L3-已有湖北物理结构化或候选diff线索,P1-保持原执行泳道,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,E0-人工先核回页,800,H2-补专业名匹配规则,R2-核同页上下文和专业组边界,false,false,true,true,false,true,1,1,1,1,15,7,8,0,b35ee20eafbd4930,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-6764aa7d3c9bf57d,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,37,SOURCESYNC-84f06f3ba2555923,SCHOOLSRCSTATUS-a66dcc2c5bca48f9,SCHOOLSRCEXEC-10cd4730394343d2,K485,72900aac127eea12,A2-专业名匹配规则或人工确认,T2-有公开来源待解析,D5-不适用,S4-部分来源待跟进,L3-已有湖北物理结构化或候选diff线索,P1-保持原执行泳道,G2-专业名归属或匹配规则,A2-同页专业名归属和规则待确认,E0-人工先核回页,800,H2-补专业名匹配规则,R2-核同页上下文和专业组边界,false,false,true,true,false,true,1,1,0,1,6,0,6,0,f66fcae1d343787f,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,专业名归属、专业组边界和同页上下文人工闭环后，再进入字段事实核验。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-fd155956de100f1f,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,38,SOURCESYNC-7ef258092b3bb672,SCHOOLSRCSTATUS-79d4e69480313398,SCHOOLSRCEXEC-04524233dea81b41,K151,77f0921a132fb717,A3-补结构化或解析公开来源,T0-需补结构化或补湖北行,D4-无结构化官网源,S1-已有来源待结构化,L1-有入口或探针记录但未取得湖北物理结构化明细,P0-A3公开来源不足仍需补源,G3-已有公开来源待结构化,A3-T0-需补结构化或补湖北行,E1-自动补结构化或补源,720,H3-补湖北物理结构化或生成diff,R3-抽检结构化源后回PDF和湖北官方侧,true,false,true,true,false,false,50,11,0,2,0,0,0,1,dbc2a757ab0d2a1d,http_412_precondition_failed,先补可读公开来源或接口，再判断能否生成湖北物理结构化线索。,人工按原账本要求核PDF原页、湖北官方侧和必要高校官网辅证。,补出湖北物理普通本科结构化线索或确认无法结构化，并生成可回页核验的差异状态。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
