第一闭环字段确认公开账本ID,来源第一闭环任务复核公开账本,来源第一闭环PDFOCR候选公开审计,来源第一闭环机器坐标候选公开审计,来源第一闭环页列候选看板,来源私有字段确认工作台,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,字段确认公开账本总序,第一闭环执行顺序,执行泳道,第一闭环页列优先级,人工核验优先级数值,人工核验泳道,人工核验方式,人工核验动作,必须完成证据步骤,公开升级阻断原因,字段名,字段审计范围,专业行ID,专业组出现ID,院校代码,来源页码,版面列,页码版面键,稳定基座第一闭环明细任务ID,稳定基座第一闭环任务复核公开账本ID,稳定基座第一闭环页列包ID,稳定基座第一闭环复核公开账本ID,第一闭环PDFOCR候选公开审计ID,第一闭环机器坐标候选公开审计ID,第一闭环页列候选看板ID,任务来源类型,PDFOCR提示记录状态,PDFOCR提示审阅桶,PDFOCR与高校辅证关系桶,PDFOCR提示字段数,高校辅证提示字段数,PDFOCR与高校辅证冲突字段数,PDFOCR与高校辅证一致字段数,机器坐标提示记录状态,机器坐标提示审阅桶,机器坐标提示关系桶,机器坐标是否可辅助核页,机器坐标提示字段数,候选提示综合桶,是否有PDFOCR提示,是否有机器坐标提示,是否有高校辅证线索,是否存在PDFOCR与高校冲突,是否需要人工直接看图,是否需要双人复核,PDF原页私有记录状态,湖北官方私有记录状态,高校辅证私有记录状态,双人复核公开状态,三方字段一致性公开状态,字段事实写回评估状态,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,私有字段确认工作台状态,公开安全策略,下一步
FIRSTFCONF-cacdd7f296c88a07,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,124,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,30,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数；学费；再选科目,专业计划数；学费；再选科目,M-a83566d233468121,G-01338c1d774310d5,K486,226,left,226-left,FIRSTDETAIL-22bc0ea3bfe8651a,FIRSTTASKREVIEW-cacdd7f296c88a07,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-cacdd7f296c88a07,FIRSTMCOORD-cacdd7f296c88a07,FIRSTPAGECAND-73b0a25fb79c3ba0,自动官网辅证任务,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,1,2,0,0,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,0,H2-已有PDFOCR候选,true,false,true,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-36c935e3eac5b304,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,125,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,30,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数；学费；再选科目,专业计划数；学费；再选科目,M-b26306df48aeae35,G-01338c1d774310d5,K486,226,left,226-left,FIRSTDETAIL-23e2812045bd9473,FIRSTTASKREVIEW-36c935e3eac5b304,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-36c935e3eac5b304,FIRSTMCOORD-36c935e3eac5b304,FIRSTPAGECAND-73b0a25fb79c3ba0,自动官网辅证任务,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,1,2,0,0,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,0,H2-已有PDFOCR候选,true,false,true,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-72780921b1605020,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,126,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,30,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数；学费；再选科目,专业计划数；学费；再选科目,M-da1f5a87edef49c2,G-01338c1d774310d5,K486,226,left,226-left,FIRSTDETAIL-38e50924bb176727,FIRSTTASKREVIEW-72780921b1605020,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-72780921b1605020,FIRSTMCOORD-72780921b1605020,FIRSTPAGECAND-73b0a25fb79c3ba0,自动官网辅证任务,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,1,2,0,0,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,0,H2-已有PDFOCR候选,true,false,true,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-b888f314b3908c62,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,127,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,30,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数；学费；再选科目,专业计划数；学费；再选科目,M-896f6185282057cc,G-01338c1d774310d5,K486,226,left,226-left,FIRSTDETAIL-39187a6d7560b6e7,FIRSTTASKREVIEW-b888f314b3908c62,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-b888f314b3908c62,FIRSTMCOORD-b888f314b3908c62,FIRSTPAGECAND-73b0a25fb79c3ba0,自动官网辅证任务,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,1,2,0,0,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,0,H2-已有PDFOCR候选,true,false,true,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-ad84a6f71a8608a4,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,128,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,30,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数；学费；再选科目,专业计划数；学费；再选科目,M-ba5cee9e156ea062,G-01338c1d774310d5,K486,226,left,226-left,FIRSTDETAIL-71edd57df6132e94,FIRSTTASKREVIEW-ad84a6f71a8608a4,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-ad84a6f71a8608a4,FIRSTMCOORD-ad84a6f71a8608a4,FIRSTPAGECAND-73b0a25fb79c3ba0,自动官网辅证任务,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,1,2,0,0,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,0,H2-已有PDFOCR候选,true,false,true,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-af73484e80e6a525,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,129,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,30,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数；学费；再选科目,专业计划数；学费；再选科目,M-4a6209dd341f05a5,G-01338c1d774310d5,K486,226,left,226-left,FIRSTDETAIL-81c8c77e8830e077,FIRSTTASKREVIEW-af73484e80e6a525,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-af73484e80e6a525,FIRSTMCOORD-af73484e80e6a525,FIRSTPAGECAND-73b0a25fb79c3ba0,自动官网辅证任务,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,1,2,0,0,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,0,H2-已有PDFOCR候选,true,false,true,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-cade3a0dcc799865,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,130,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,30,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数；学费；再选科目,专业计划数；学费；再选科目,M-eb18c68df6af2f4d,G-01338c1d774310d5,K486,226,left,226-left,FIRSTDETAIL-844eebd62e0ea14a,FIRSTTASKREVIEW-cade3a0dcc799865,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-cade3a0dcc799865,FIRSTMCOORD-cade3a0dcc799865,FIRSTPAGECAND-73b0a25fb79c3ba0,自动官网辅证任务,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,1,2,0,0,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,0,H2-已有PDFOCR候选,true,false,true,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-44559f7e0ad1dd1e,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,131,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,30,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数；学费；再选科目,专业计划数；学费；再选科目,M-de96b2c78977c1f5,G-01338c1d774310d5,K486,226,left,226-left,FIRSTDETAIL-88c7883b4b4503f6,FIRSTTASKREVIEW-44559f7e0ad1dd1e,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-44559f7e0ad1dd1e,FIRSTMCOORD-44559f7e0ad1dd1e,FIRSTPAGECAND-73b0a25fb79c3ba0,自动官网辅证任务,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,1,2,0,0,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,0,H2-已有PDFOCR候选,true,false,true,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-2bac4a4f8d47c01e,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,132,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,30,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数；学费；再选科目,专业计划数；学费；再选科目,M-9807e5b6e5757591,G-01338c1d774310d5,K486,226,left,226-left,FIRSTDETAIL-88d1b347fbb30275,FIRSTTASKREVIEW-2bac4a4f8d47c01e,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-2bac4a4f8d47c01e,FIRSTMCOORD-2bac4a4f8d47c01e,FIRSTPAGECAND-73b0a25fb79c3ba0,自动官网辅证任务,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,1,2,0,0,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,0,H2-已有PDFOCR候选,true,false,true,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-2feb8c8064d10c18,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,133,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,30,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,学费；再选科目,学费；再选科目,M-fa76362af83034d1,G-052b32c1ecd65258,K485,226,left,226-left,FIRSTDETAIL-890f406b7b9b56e5,FIRSTTASKREVIEW-2feb8c8064d10c18,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-2feb8c8064d10c18,FIRSTMCOORD-2feb8c8064d10c18,FIRSTPAGECAND-73b0a25fb79c3ba0,自动官网辅证任务,private_pdf_ocr_candidate_seeded,P3-有候选但需人工确认,R3-仅PDFOCR候选待人工核页,2,0,0,0,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,0,H2-已有PDFOCR候选,true,false,false,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
