D0工作台ID,来源逐专业复核队列ID,招生明细主表行ID,来源期号,来源PDF_SHA256,数据阶段,最终可用,D0问题类型,核验结论状态,院校代码,院校名称OCR,建议完整院校名称,建议来源,建议证据强度,同代码专业组标题建议名称一致性,历年投档线命中年份,历年投档线院校名线索,历年投档线样例,是否需要历年代码校名佐证,代码冲突标记,疑似字符混淆,修正建议状态,2026院校专业组代码,专业组标题OCR原文,来源页码,版面列,私有页图证据编号,私有页图SHA256,私有OCR文本证据编号,私有OCR文本SHA256,页面OCR是否出现候选组号,页面OCR命中页码,同校第19期OCR专业组,同校第19期OCR页码,页面组号异常类型,页面组号异常规则ID,专业行来源,是否真实招生明细,是否0明细占位,专业代号OCR,专业名称及备注OCR,专业计划数OCR候选,学费OCR候选,专业字段完整性标记,同组调剂机器风险,是否可自动写回主表,可进入下一阶段,下一步
D0-89733d1ab7fdd616,V3Q-781ac18ac7995a23,V3D-d2e31ce130ef0173,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_d0_resolution_workbench,false,院校名称OCR疑似截断；专业组边界或明细缺失,pending_d0_manual_review,F797,上海,上海第二工业大学,专业组标题OCR原文,G1-专业组标题可提取完整院校名-仍需原页确认,待核-同代码多组一致,2023；2024；2025,上海第二工业大学,2023 F79701 上海第二工业大学第01组 不限 557；2023 F79702 上海第二工业大学第02组 化 557；2024 F79701 上海第二工业大学第01组 化 561；2025 F79701 上海第二工业大学第01组 化 557,是,,否,可从专业组标题OCR提取完整院校名-仍需PDF原页和官方系统核验,F79701,F79701上海第二工业大学第01 组,130,left,page-130,5f4cc34e00023f3b0f7ad5848d96cfad915758a7d698abc1d5a7636d78d9eb10,130_page-130,ceccc702e34879c001fd5a8865e00f6fe7052d6b8c367ce901e62a7d316cb4fb,,,,,,,family_fit_major_detail,true,false,04,船舶与海洋工程,,2,missing_subject_candidate;missing_plan_count_candidate,T3-待家庭确认：机器未见自动阻断,false,false,先核 PDF 原页学校标题和专业组标题，再用湖北官方系统确认院校代码、完整院校名和专业组边界。
D0-26a7190f8aeadc2c,V3Q-47e45facd8a7862b,V3D-c325ecdb90bf7e08,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_d0_resolution_workbench,false,院校名称OCR疑似截断；专业组边界或明细缺失,pending_d0_manual_review,F797,上海,上海第二工业大学,专业组标题OCR原文,G1-专业组标题可提取完整院校名-仍需原页确认,待核-同代码多组一致,2023；2024；2025,上海第二工业大学,2023 F79701 上海第二工业大学第01组 不限 557；2023 F79702 上海第二工业大学第02组 化 557；2024 F79701 上海第二工业大学第01组 化 561；2025 F79701 上海第二工业大学第01组 化 557,是,,否,可从专业组标题OCR提取完整院校名-仍需PDF原页和官方系统核验,F79701,F79701上海第二工业大学第01 组,130,left,page-130,5f4cc34e00023f3b0f7ad5848d96cfad915758a7d698abc1d5a7636d78d9eb10,130_page-130,ceccc702e34879c001fd5a8865e00f6fe7052d6b8c367ce901e62a7d316cb4fb,,,,,,,family_fit_major_detail,true,false,05,电子信息工程,,2,missing_subject_candidate;missing_plan_count_candidate;low_ocr_confidence,T3-待家庭确认：机器未见自动阻断,false,false,先核 PDF 原页学校标题和专业组标题，再用湖北官方系统确认院校代码、完整院校名和专业组边界。
D0-3dff8e8483e3539a,V3Q-ace2c0110f253ea4,V3D-dcd84ea2bdac22e0,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_d0_resolution_workbench,false,院校名称OCR疑似截断；专业组边界或明细缺失,pending_d0_manual_review,F797,上海,上海第二工业大学,专业组标题OCR原文,G1-专业组标题可提取完整院校名-仍需原页确认,待核-同代码多组一致,2023；2024；2025,上海第二工业大学,2023 F79701 上海第二工业大学第01组 不限 557；2023 F79702 上海第二工业大学第02组 化 557；2024 F79701 上海第二工业大学第01组 化 561；2025 F79701 上海第二工业大学第01组 化 557,是,,否,可从专业组标题OCR提取完整院校名-仍需PDF原页和官方系统核验,F79701,F79701上海第二工业大学第01 组,130,left,page-130,5f4cc34e00023f3b0f7ad5848d96cfad915758a7d698abc1d5a7636d78d9eb10,130_page-130,ceccc702e34879c001fd5a8865e00f6fe7052d6b8c367ce901e62a7d316cb4fb,,,,,,,family_fit_major_detail,true,false,06,网络工程,,7000,missing_subject_candidate;missing_plan_count_candidate;low_ocr_confidence,T3-待家庭确认：机器未见自动阻断,false,false,先核 PDF 原页学校标题和专业组标题，再用湖北官方系统确认院校代码、完整院校名和专业组边界。
D0-e4d09e3495fe1b54,V3Q-ce0b450547ccfb02,V3D-11b1f86d9642452e,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_d0_resolution_workbench,false,院校名称OCR疑似截断；专业组边界或明细缺失,pending_d0_manual_review,F797,上海,上海第二工业大学,专业组标题OCR原文,G1-专业组标题可提取完整院校名-仍需原页确认,待核-同代码多组一致,2023；2024；2025,上海第二工业大学,2023 F79701 上海第二工业大学第01组 不限 557；2023 F79702 上海第二工业大学第02组 化 557；2024 F79701 上海第二工业大学第01组 化 561；2025 F79701 上海第二工业大学第01组 化 557,是,,否,可从专业组标题OCR提取完整院校名-仍需PDF原页和官方系统核验,F79701,F79701上海第二工业大学第01 组,130,left,page-130,5f4cc34e00023f3b0f7ad5848d96cfad915758a7d698abc1d5a7636d78d9eb10,130_page-130,ceccc702e34879c001fd5a8865e00f6fe7052d6b8c367ce901e62a7d316cb4fb,,,,,,,family_fit_major_detail,true,false,07,数据科学与大数据技术,,7000,missing_subject_candidate;missing_plan_count_candidate,T3-待家庭确认：机器未见自动阻断,false,false,先核 PDF 原页学校标题和专业组标题，再用湖北官方系统确认院校代码、完整院校名和专业组边界。
D0-b206f1aa07579e7f,V3Q-507e4349c6d42718,V3D-1cafc96f9015a9d5,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_d0_resolution_workbench,false,院校名称OCR疑似截断；专业组边界或明细缺失,pending_d0_manual_review,F797,上海,上海第二工业大学,专业组标题OCR原文,G1-专业组标题可提取完整院校名-仍需原页确认,待核-同代码多组一致,2023；2024；2025,上海第二工业大学,2023 F79701 上海第二工业大学第01组 不限 557；2023 F79702 上海第二工业大学第02组 化 557；2024 F79701 上海第二工业大学第01组 化 561；2025 F79701 上海第二工业大学第01组 化 557,是,,否,可从专业组标题OCR提取完整院校名-仍需PDF原页和官方系统核验,F79701,F79701上海第二工业大学第01 组,130,left,page-130,5f4cc34e00023f3b0f7ad5848d96cfad915758a7d698abc1d5a7636d78d9eb10,130_page-130,ceccc702e34879c001fd5a8865e00f6fe7052d6b8c367ce901e62a7d316cb4fb,,,,,,,family_fit_major_detail,true,false,08,信息与计算科学,,7000,missing_subject_candidate;missing_plan_count_candidate,T3-待家庭确认：机器未见自动阻断,false,false,先核 PDF 原页学校标题和专业组标题，再用湖北官方系统确认院校代码、完整院校名和专业组边界。
D0-2da79c8f61bca230,V3Q-7a167119e565b6ba,V3D-9e077b991a23c7c4,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_d0_resolution_workbench,false,院校名称OCR疑似截断；专业组边界或明细缺失,pending_d0_manual_review,F797,上海,上海第二工业大学,专业组标题OCR原文,G1-专业组标题可提取完整院校名-仍需原页确认,待核-同代码多组一致,2023；2024；2025,上海第二工业大学,2023 F79701 上海第二工业大学第01组 不限 557；2023 F79702 上海第二工业大学第02组 化 557；2024 F79701 上海第二工业大学第01组 化 561；2025 F79701 上海第二工业大学第01组 化 557,是,,否,可从专业组标题OCR提取完整院校名-仍需PDF原页和官方系统核验,F79701,F79701上海第二工业大学第01 组,130,left,page-130,5f4cc34e00023f3b0f7ad5848d96cfad915758a7d698abc1d5a7636d78d9eb10,130_page-130,ceccc702e34879c001fd5a8865e00f6fe7052d6b8c367ce901e62a7d316cb4fb,,,,,,,family_fit_major_detail,true,false,09,新能源科学与工程,,7000,missing_plan_count_candidate,T3-待家庭确认：机器未见自动阻断,false,false,先核 PDF 原页学校标题和专业组标题，再用湖北官方系统确认院校代码、完整院校名和专业组边界。
D0-070f50af6d36e834,V3Q-c102e1e4591e3aee,V3D-e5d408f44638a443,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_d0_resolution_workbench,false,院校名称OCR疑似截断；专业组边界或明细缺失,pending_d0_manual_review,H425,山东,山东第一医科大学,专业组标题OCR原文,G1-专业组标题可提取完整院校名-仍需原页确认,待核-同代码多组一致,2023；2024；2025,山东第一医科大学,2023 H42503 学山东第一医科大学第03组 化 600；2023 H42504 山东第一医科大学第04组 北化 553；2023 H42505 等湖山东第一医科大学第05组 化或生 528；2024 H42502 山东第一医科大学第02组 北不限 529；2024 H42503 省湖山东第一医科大学第03组 化 604；2024 H42504 山东第一医科大学第04组 化 535,是,,否,可从专业组标题OCR提取完整院校名-仍需PDF原页和官方系统核验,H42516,H42516/山东第一医科大学第 16组,166,left,page-166,c63c5d1de15e4f88e845c5826844b70b2196e9404791705416d5307d6bf756c2,166_page-166,173968e0fce453bbe5d82b2b23eb15f8fb028d5d2a791718df16da1c5a06a6c4,,,,,,,family_fit_major_detail,true,false,16,计算机科学与技术（泰安校区）,,5500,missing_plan_count_candidate,T3-待家庭确认：机器未见自动阻断,false,false,先核 PDF 原页学校标题和专业组标题，再用湖北官方系统确认院校代码、完整院校名和专业组边界。
D0-5c3332bb1e019cdb,V3Q-5a5dbe82f8119df1,V3D-913d129271df330c,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_d0_resolution_workbench,false,院校名称OCR疑似截断；专业组边界或明细缺失,pending_d0_manual_review,H425,山东,山东第一医科大学,专业组标题OCR原文,G1-专业组标题可提取完整院校名-仍需原页确认,待核-同代码多组一致,2023；2024；2025,山东第一医科大学,2023 H42503 学山东第一医科大学第03组 化 600；2023 H42504 山东第一医科大学第04组 北化 553；2023 H42505 等湖山东第一医科大学第05组 化或生 528；2024 H42502 山东第一医科大学第02组 北不限 529；2024 H42503 省湖山东第一医科大学第03组 化 604；2024 H42504 山东第一医科大学第04组 化 535,是,,否,可从专业组标题OCR提取完整院校名-仍需PDF原页和官方系统核验,H42517,H42517 山东第一医科大学第 17组,166,left,page-166,c63c5d1de15e4f88e845c5826844b70b2196e9404791705416d5307d6bf756c2,166_page-166,173968e0fce453bbe5d82b2b23eb15f8fb028d5d2a791718df16da1c5a06a6c4,,,,,,,family_fit_major_detail,true,false,17,生物医药数据科学（济南校区，不招色盲色弱）,,6600,missing_plan_count_candidate,T1-高：同组存在默认不能接受专业,false,false,先核 PDF 原页学校标题和专业组标题，再用湖北官方系统确认院校代码、完整院校名和专业组边界。
D0-7e66fd7f6c5f1117,V3Q-a4d3a4decaf393f9,V3D-c9f0b99bf35b7e9a,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_d0_resolution_workbench,false,院校名称OCR疑似截断；专业组边界或明细缺失,pending_d0_manual_review,H686,湖南,湖南第一师范学院,专业组标题OCR原文,G1-专业组标题可提取完整院校名-仍需原页确认,待核-同代码多组一致,2023；2024；2025,湖南第一师范学院,2023 H68603 湖南第一师范学院第03组 不限 533；2024 H68601 湖南第一师范学院第01组 化 533；2025 H68601 湖南第一师范学院第01组 化 528,是,,否,可从专业组标题OCR提取完整院校名-仍需PDF原页和官方系统核验,H68602,H68602/ 湖南第一师范学院第 02组,184,left,page-184,2dd10e4c32bbcd66cee98b36a20b52a8b33af9c71fd08c1642482c854cb84828,184_page-184,672fefda795b22cdb9ba8dd9602f76f58eeb9d6454583861320f34e4f79361b7,,,,,,,family_fit_major_detail,true,false,06,汉语言文学（师范类）,7,4000,,T3-待家庭确认：机器未见自动阻断,false,false,先核 PDF 原页学校标题和专业组标题，再用湖北官方系统确认院校代码、完整院校名和专业组边界。
D0-0860180df90f8c09,V3Q-280061f34f4f49ae,V3D-daed079d9df7266a,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_d0_resolution_workbench,false,院校名称OCR疑似截断；专业组边界或明细缺失,pending_d0_manual_review,H686,湖南,湖南第一师范学院,专业组标题OCR原文,G1-专业组标题可提取完整院校名-仍需原页确认,待核-同代码多组一致,2023；2024；2025,湖南第一师范学院,2023 H68603 湖南第一师范学院第03组 不限 533；2024 H68601 湖南第一师范学院第01组 化 533；2025 H68601 湖南第一师范学院第01组 化 528,是,,否,可从专业组标题OCR提取完整院校名-仍需PDF原页和官方系统核验,H68602,H68602/ 湖南第一师范学院第 02组,184,left,page-184,2dd10e4c32bbcd66cee98b36a20b52a8b33af9c71fd08c1642482c854cb84828,184_page-184,672fefda795b22cdb9ba8dd9602f76f58eeb9d6454583861320f34e4f79361b7,,,,,,,family_fit_major_detail,true,false,07,教育技术学（师范类）,7,4000,missing_subject_candidate,T3-待家庭确认：机器未见自动阻断,false,false,先核 PDF 原页学校标题和专业组标题，再用湖北官方系统确认院校代码、完整院校名和专业组边界。
D0-e912dc1cdc43e996,V3Q-88c894777be7da71,V3D-a37324c6ec82dabf,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_d0_resolution_workbench,false,院校名称OCR疑似截断；专业组边界或明细缺失,pending_d0_manual_review,H686,湖南,湖南第一师范学院,专业组标题OCR原文,G1-专业组标题可提取完整院校名-仍需原页确认,待核-同代码多组一致,2023；2024；2025,湖南第一师范学院,2023 H68603 湖南第一师范学院第03组 不限 533；2024 H68601 湖南第一师范学院第01组 化 533；2025 H68601 湖南第一师范学院第01组 化 528,是,,否,可从专业组标题OCR提取完整院校名-仍需PDF原页和官方系统核验,H68602,H68602/ 湖南第一师范学院第 02组,184,left,page-184,2dd10e4c32bbcd66cee98b36a20b52a8b33af9c71fd08c1642482c854cb84828,184_page-184,672fefda795b22cdb9ba8dd9602f76f58eeb9d6454583861320f34e4f79361b7,,,,,,,family_fit_major_detail,true,false,08,国际经济与贸易,2,5000,missing_subject_candidate,T3-待家庭确认：机器未见自动阻断,false,false,先核 PDF 原页学校标题和专业组标题，再用湖北官方系统确认院校代码、完整院校名和专业组边界。
D0-795727fdab5b4753,V3Q-466d562a3b1cd973,V3D-40bfb29ed02d147b,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_d0_resolution_workbench,false,院校名称OCR疑似截断；专业组边界或明细缺失,pending_d0_manual_review,H686,湖南,湖南第一师范学院,专业组标题OCR原文,G1-专业组标题可提取完整院校名-仍需原页确认,待核-同代码多组一致,2023；2024；2025,湖南第一师范学院,2023 H68603 湖南第一师范学院第03组 不限 533；2024 H68601 湖南第一师范学院第01组 化 533；2025 H68601 湖南第一师范学院第01组 化 528,是,,否,可从专业组标题OCR提取完整院校名-仍需PDF原页和官方系统核验,H68602,H68602/ 湖南第一师范学院第 02组,184,left,page-184,2dd10e4c32bbcd66cee98b36a20b52a8b33af9c71fd08c1642482c854cb84828,184_page-184,672fefda795b22cdb9ba8dd9602f76f58eeb9d6454583861320f34e4f79361b7,,,,,,,family_fit_major_detail,true,false,09,市场营销,2,5000,missing_subject_candidate,T3-待家庭确认：机器未见自动阻断,false,false,先核 PDF 原页学校标题和专业组标题，再用湖北官方系统确认院校代码、完整院校名和专业组边界。
D0-359885a435fbf935,V3Q-bd18862d4bb83ce7,V3D-4f14305325253976,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_d0_resolution_workbench,false,院校名称OCR疑似截断；专业组边界或明细缺失,pending_d0_manual_review,H686,湖南,湖南第一师范学院,专业组标题OCR原文,G1-专业组标题可提取完整院校名-仍需原页确认,待核-同代码多组一致,2023；2024；2025,湖南第一师范学院,2023 H68603 湖南第一师范学院第03组 不限 533；2024 H68601 湖南第一师范学院第01组 化 533；2025 H68601 湖南第一师范学院第01组 化 528,是,,否,可从专业组标题OCR提取完整院校名-仍需PDF原页和官方系统核验,H68602,H68602/ 湖南第一师范学院第 02组,184,left,page-184,2dd10e4c32bbcd66cee98b36a20b52a8b33af9c71fd08c1642482c854cb84828,184_page-184,672fefda795b22cdb9ba8dd9602f76f58eeb9d6454583861320f34e4f79361b7,,,,,,,family_fit_major_detail,true,false,10,会计学,2,5000,missing_subject_candidate,T3-待家庭确认：机器未见自动阻断,false,false,先核 PDF 原页学校标题和专业组标题，再用湖北官方系统确认院校代码、完整院校名和专业组边界。
D0-00b117481145753a,V3Q-6f63f0392f5fc38b,V3D-b08b9cd22fe6db56,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_d0_resolution_workbench,false,院校名称OCR疑似截断；专业组边界或明细缺失,pending_d0_manual_review,H686,湖南,湖南第一师范学院,专业组标题OCR原文,G1-专业组标题可提取完整院校名-仍需原页确认,待核-同代码多组一致,2023；2024；2025,湖南第一师范学院,2023 H68603 湖南第一师范学院第03组 不限 533；2024 H68601 湖南第一师范学院第01组 化 533；2025 H68601 湖南第一师范学院第01组 化 528,是,,否,可从专业组标题OCR提取完整院校名-仍需PDF原页和官方系统核验,H68602,H68602/ 湖南第一师范学院第 02组,184,left,page-184,2dd10e4c32bbcd66cee98b36a20b52a8b33af9c71fd08c1642482c854cb84828,184_page-184,672fefda795b22cdb9ba8dd9602f76f58eeb9d6454583861320f34e4f79361b7,,,,,,,family_fit_major_detail,true,false,11,旅游管理,2,5000,missing_subject_candidate,T3-待家庭确认：机器未见自动阻断,false,false,先核 PDF 原页学校标题和专业组标题，再用湖北官方系统确认院校代码、完整院校名和专业组边界。
D0-0171b42228271a97,V3Q-da9730383918ddde,V3D-85772aac4efc639c,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_d0_resolution_workbench,false,院校名称OCR疑似截断；专业组边界或明细缺失,pending_d0_manual_review,H686,湖南,湖南第一师范学院,专业组标题OCR原文,G1-专业组标题可提取完整院校名-仍需原页确认,待核-同代码多组一致,2023；2024；2025,湖南第一师范学院,2023 H68603 湖南第一师范学院第03组 不限 533；2024 H68601 湖南第一师范学院第01组 化 533；2025 H68601 湖南第一师范学院第01组 化 528,是,,否,可从专业组标题OCR提取完整院校名-仍需PDF原页和官方系统核验,H68602,H68602/ 湖南第一师范学院第 02组,184,left,page-184,2dd10e4c32bbcd66cee98b36a20b52a8b33af9c71fd08c1642482c854cb84828,184_page-184,672fefda795b22cdb9ba8dd9602f76f58eeb9d6454583861320f34e4f79361b7,,,,,,,family_fit_major_detail,true,false,12,金融科技,2,5000,missing_subject_candidate,T3-待家庭确认：机器未见自动阻断,false,false,先核 PDF 原页学校标题和专业组标题，再用湖北官方系统确认院校代码、完整院校名和专业组边界。
D0-7b85b1c2fb4678e1,V3Q-3403fdb0709d9a68,V3D-7f20cf679f09ef52,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_d0_resolution_workbench,false,院校名称OCR疑似截断；专业组边界或明细缺失,pending_d0_manual_review,H686,湖南,湖南第一师范学院,专业组标题OCR原文,G1-专业组标题可提取完整院校名-仍需原页确认,待核-同代码多组一致,2023；2024；2025,湖南第一师范学院,2023 H68603 湖南第一师范学院第03组 不限 533；2024 H68601 湖南第一师范学院第01组 化 533；2025 H68601 湖南第一师范学院第01组 化 528,是,,否,可从专业组标题OCR提取完整院校名-仍需PDF原页和官方系统核验,H68602,H68602/ 湖南第一师范学院第 02组,184,left,page-184,2dd10e4c32bbcd66cee98b36a20b52a8b33af9c71fd08c1642482c854cb84828,184_page-184,672fefda795b22cdb9ba8dd9602f76f58eeb9d6454583861320f34e4f79361b7,,,,,,,family_fit_major_detail,true,false,13,小学教育（师范类；润之英才班）,21,4000,missing_subject_candidate;low_ocr_confidence,T3-待家庭确认：机器未见自动阻断,false,false,先核 PDF 原页学校标题和专业组标题，再用湖北官方系统确认院校代码、完整院校名和专业组边界。
D0-9c0690fce0f344f0,V3Q-07b034c7d82c4a1a,V3D-ce1b2517ad92eb1f,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_d0_resolution_workbench,false,院校名称OCR疑似截断；专业组边界或明细缺失,pending_d0_manual_review,H686,湖南,湖南第一师范学院,专业组标题OCR原文,G1-专业组标题可提取完整院校名-仍需原页确认,待核-同代码多组一致,2023；2024；2025,湖南第一师范学院,2023 H68603 湖南第一师范学院第03组 不限 533；2024 H68601 湖南第一师范学院第01组 化 533；2025 H68601 湖南第一师范学院第01组 化 528,是,,否,可从专业组标题OCR提取完整院校名-仍需PDF原页和官方系统核验,H68603,H68603 湖南第一师范学院第 03组,184,left,page-184,2dd10e4c32bbcd66cee98b36a20b52a8b33af9c71fd08c1642482c854cb84828,184_page-184,672fefda795b22cdb9ba8dd9602f76f58eeb9d6454583861320f34e4f79361b7,,,,,,,family_fit_major_detail,true,false,14,数学与应用数学（师范类）,,4000,missing_plan_count_candidate,T1-高：同组存在默认不能接受专业,false,false,先核 PDF 原页学校标题和专业组标题，再用湖北官方系统确认院校代码、完整院校名和专业组边界。
D0-3576a453f2d7c08d,V3Q-54f519bce641ea53,V3D-9a2fff1f5468d3b2,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_d0_resolution_workbench,false,院校名称OCR疑似截断；专业组边界或明细缺失,pending_d0_manual_review,H686,湖南,湖南第一师范学院,专业组标题OCR原文,G1-专业组标题可提取完整院校名-仍需原页确认,待核-同代码多组一致,2023；2024；2025,湖南第一师范学院,2023 H68603 湖南第一师范学院第03组 不限 533；2024 H68601 湖南第一师范学院第01组 化 533；2025 H68601 湖南第一师范学院第01组 化 528,是,,否,可从专业组标题OCR提取完整院校名-仍需PDF原页和官方系统核验,H68603,H68603 湖南第一师范学院第 03组,184,left,page-184,2dd10e4c32bbcd66cee98b36a20b52a8b33af9c71fd08c1642482c854cb84828,184_page-184,672fefda795b22cdb9ba8dd9602f76f58eeb9d6454583861320f34e4f79361b7,,,,,,,family_fit_major_detail,true,false,15,应用统计学,3,4500,missing_subject_candidate,T1-高：同组存在默认不能接受专业,false,false,先核 PDF 原页学校标题和专业组标题，再用湖北官方系统确认院校代码、完整院校名和专业组边界。
D0-79990b54f0d82e16,V3Q-c11c93e9985e9191,V3D-5e04b695af2a6236,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_d0_resolution_workbench,false,院校名称OCR疑似截断；专业组边界或明细缺失,pending_d0_manual_review,H686,湖南,湖南第一师范学院,专业组标题OCR原文,G1-专业组标题可提取完整院校名-仍需原页确认,待核-同代码多组一致,2023；2024；2025,湖南第一师范学院,2023 H68603 湖南第一师范学院第03组 不限 533；2024 H68601 湖南第一师范学院第01组 化 533；2025 H68601 湖南第一师范学院第01组 化 528,是,,否,可从专业组标题OCR提取完整院校名-仍需PDF原页和官方系统核验,H68603,H68603 湖南第一师范学院第 03组,184,left,page-184,2dd10e4c32bbcd66cee98b36a20b52a8b33af9c71fd08c1642482c854cb84828,184_page-184,672fefda795b22cdb9ba8dd9602f76f58eeb9d6454583861320f34e4f79361b7,,,,,,,family_fit_major_detail,true,false,16,物理学（师范类）,3,4000,missing_subject_candidate,T1-高：同组存在默认不能接受专业,false,false,先核 PDF 原页学校标题和专业组标题，再用湖北官方系统确认院校代码、完整院校名和专业组边界。
D0-532f692ec358177c,V3Q-4d81388e842e38e2,V3D-8281ceb066dc198d,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_d0_resolution_workbench,false,院校名称OCR疑似截断；专业组边界或明细缺失,pending_d0_manual_review,H686,湖南,湖南第一师范学院,专业组标题OCR原文,G1-专业组标题可提取完整院校名-仍需原页确认,待核-同代码多组一致,2023；2024；2025,湖南第一师范学院,2023 H68603 湖南第一师范学院第03组 不限 533；2024 H68601 湖南第一师范学院第01组 化 533；2025 H68601 湖南第一师范学院第01组 化 528,是,,否,可从专业组标题OCR提取完整院校名-仍需PDF原页和官方系统核验,H68603,H68603 湖南第一师范学院第 03组,184,left,page-184,2dd10e4c32bbcd66cee98b36a20b52a8b33af9c71fd08c1642482c854cb84828,184_page-184,672fefda795b22cdb9ba8dd9602f76f58eeb9d6454583861320f34e4f79361b7,,,,,,,family_fit_major_detail,true,false,17,通信工程,2,5900,missing_subject_candidate,T1-高：同组存在默认不能接受专业,false,false,先核 PDF 原页学校标题和专业组标题，再用湖北官方系统确认院校代码、完整院校名和专业组边界。
D0-a21de4db724bcbb8,V3Q-e0b6579f29a409c0,V3D-e745b491ee0a8299,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_d0_resolution_workbench,false,院校名称OCR疑似截断；专业组边界或明细缺失,pending_d0_manual_review,H686,湖南,湖南第一师范学院,专业组标题OCR原文,G1-专业组标题可提取完整院校名-仍需原页确认,待核-同代码多组一致,2023；2024；2025,湖南第一师范学院,2023 H68603 湖南第一师范学院第03组 不限 533；2024 H68601 湖南第一师范学院第01组 化 533；2025 H68601 湖南第一师范学院第01组 化 528,是,,否,可从专业组标题OCR提取完整院校名-仍需PDF原页和官方系统核验,H68603,H68603 湖南第一师范学院第 03组,184,left,page-184,2dd10e4c32bbcd66cee98b36a20b52a8b33af9c71fd08c1642482c854cb84828,184_page-184,672fefda795b22cdb9ba8dd9602f76f58eeb9d6454583861320f34e4f79361b7,,,,,,,family_fit_major_detail,true,false,18,人工智能,3,5900,missing_subject_candidate,T1-高：同组存在默认不能接受专业,false,false,先核 PDF 原页学校标题和专业组标题，再用湖北官方系统确认院校代码、完整院校名和专业组边界。
