来源期号,来源PDF_SHA256,数据阶段,最终可用,核验状态,官方交叉校验任务ID,候选V3入口ID,复核批次,入口类型,院校代码,院校名称OCR,2026院校专业组代码,来源页码,专业明细来源,专业明细行数,逐专业核验任务数,风险线索,历史线使用口径,官网来源状态,官网URL,本地留存路径,可核字段,官网来源局限,官方源缺口,必须核验字段,湖北官方系统核验状态,高校官网计划核验状态,招生章程核验状态,PDF原页核验状态,家庭接受度核验状态,调剂结论状态,交叉校验结论,可进入下一阶段,高校官网计划检索式,招生章程检索式,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-eb5ed06dd24e9c09,V3-1c0540347bf84b39,B1-数字媒体技术优先核页,家庭筛选扩展,F305,忻州师范学院,F30508,109,family_fit_full_ocr,4,4,无,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,忻州师范学院 2026 湖北 招生计划 本科 专业组 招生网,忻州师范学院 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-2cfe29a05cc2298a,V3-6798455c18fd3a25,B1-数字媒体技术优先核页,家庭筛选扩展,F582,长春工业大学,F58204,119,family_fit_full_ocr,11,11,特殊限制待核,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,长春工业大学 2026 湖北 招生计划 本科 专业组 招生网,长春工业大学 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-becf7ac9a4f4ebca,V3-63237b6b04881bbb,B1-数字媒体技术优先核页,家庭筛选扩展,F902,江苏理工学院,F90202,135,family_fit_full_ocr,15,15,无,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,江苏理工学院 2026 湖北 招生计划 本科 专业组 招生网,江苏理工学院 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-d7ca2e1a8ab4965a,V3-99f1a65dd613b31c,B1-数字媒体技术优先核页,家庭筛选扩展,H001,杭州电子科技大学,H00104,137,family_fit_full_ocr,10,10,无,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,杭州电子科技大学 2026 湖北 招生计划 本科 专业组 招生网,杭州电子科技大学 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-842baf6c7cd08130,V3-b0255e0ec98d4e1f,B1-数字媒体技术优先核页,家庭筛选扩展,H002,浙江工业大学,H00204,137,family_fit_full_ocr,6,6,无,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,浙江工业大学 2026 湖北 招生计划 本科 专业组 招生网,浙江工业大学 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-e85918ac4f959d34,V3-7aa23960cda7a808,B1-数字媒体技术优先核页,家庭筛选扩展,H026,浙江传媒学院,H02606,141,family_fit_full_ocr,7,7,无,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,浙江传媒学院 2026 湖北 招生计划 本科 专业组 招生网,浙江传媒学院 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-cb99c17448eabd35,V3-fb1bec18b8522eeb,B1-数字媒体技术优先核页,家庭筛选扩展,A022,北京林业大学,A02211,16,family_fit_full_ocr,8,8,无,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,北京林业大学 2026 湖北 招生计划 本科 专业组 招生网,北京林业大学 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-944e628e2e562877,V3-acea0cdf09888c58,B1-数字媒体技术优先核页,家庭筛选扩展,H439,山东财经大学,H43904,168,family_fit_full_ocr,5,5,无,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,山东财经大学 2026 湖北 招生计划 本科 专业组 招生网,山东财经大学 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-392d870d84912cce,V3-8445d7e144574b01,B1-数字媒体技术优先核页,家庭筛选扩展,H450,山东工商学院,H45004,169,family_fit_full_ocr,16,16,无,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,山东工商学院 2026 湖北 招生计划 本科 专业组 招生网,山东工商学院 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-5c7b32ac45b5fb26,V3-3d77f06b1a14e896,B1-数字媒体技术优先核页,家庭筛选扩展,A033,中国传媒大学,A03312,18,family_fit_full_ocr,4,4,无,未命中同组代码历史投档线，需另找同校相邻组或新组参照。,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,中国传媒大学 2026 湖北 招生计划 本科 专业组 招生网,中国传媒大学 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-c4018901e322ee73,V3-5b0e0d8ec7e8635f,B1-数字媒体技术优先核页,家庭筛选扩展,A033,中国传媒大学,A03313,18,family_fit_full_ocr,5,5,无,未命中同组代码历史投档线，需另找同校相邻组或新组参照。,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,中国传媒大学 2026 湖北 招生计划 本科 专业组 招生网,中国传媒大学 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-8d270b1cf7961bc9,V3-4eb6d4e508aebdb4,B1-数字媒体技术优先核页,家庭筛选扩展,H775,韶关学院,H77505,187,family_fit_full_ocr,1,1,无,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,韶关学院 2026 湖北 招生计划 本科 专业组 招生网,韶关学院 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-cea900a85c1148c5,V3-0e95d9ab686ff6f5,B1-数字媒体技术优先核页,家庭筛选扩展,H945,南宁学院,H94505,199,family_fit_full_ocr,5,5,无,未命中同组代码历史投档线，需另找同校相邻组或新组参照。,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,南宁学院 2026 湖北 招生计划 本科 专业组 招生网,南宁学院 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-8d4f42fbebbf6a0a,V3-2f92e3d2707f3a59,B1-数字媒体技术优先核页,同校偏好专业补充组,K151,成都理工大学,K15114,208,candidate_v2_review_seed,3,3,历史线不得直接沿用,2026组号或结构化存在变化/补种问题，历史线不得直接沿用。,has_partial_source_needs_followup,https://zsdata.cdut.edu.cn/zsdata/lqxx/,未留存,官方招生信息动态查询入口；省份/年份/科类筛选,页面需动态查询，本地尚未保存湖北2026物理类结果,已有部分官网线索，但仍需补齐湖北普通本科物理专业组或逐专业字段,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,成都理工大学 2026 湖北 招生计划 本科 专业组 招生网,成都理工大学 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-829e3986f2d60255,V3-921503e81e3d0c84,B1-数字媒体技术优先核页,家庭筛选扩展,K153,成都信息工程大学,K15306,209,family_fit_full_ocr,22,22,无,未命中同组代码历史投档线，需另找同校相邻组或新组参照。,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,成都信息工程大学 2026 湖北 招生计划 本科 专业组 招生网,成都信息工程大学 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-324b5bad544744bc,V3-f3897fa02f699ac9,B1-数字媒体技术优先核页,同校偏好专业补充组,K179,成都师范学院,K17905,212,candidate_v2_review_seed,1,1,无,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,needs_official_plan_source_search,,未留存,暂无,未定位官方2026湖北计划页,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,成都师范学院 2026 湖北 招生计划 本科 专业组 招生网,成都师范学院 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-c36e57b7415bb5f5,V3-bb0f1d5ad7be3085,B1-数字媒体技术优先核页,家庭筛选扩展,K345,云南大学,K34509,217,family_fit_full_ocr,11,11,无,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,云南大学 2026 湖北 招生计划 本科 专业组 招生网,云南大学 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-b168901a4179db50,V3-840052d7b54a54f7,B1-数字媒体技术优先核页,家庭筛选扩展,K486,西安邮电大学,K48603,226,family_fit_full_ocr,19,19,无,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,西安邮电大学 2026 湖北 招生计划 本科 专业组 招生网,西安邮电大学 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-c37f1f50898fe7ee,V3-2b5a37c390752537,B1-数字媒体技术优先核页,家庭筛选扩展,K533,西安工商学院,K53303,227,family_fit_full_ocr,5,5,无,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,西安工商学院 2026 湖北 招生计划 本科 专业组 招生网,西安工商学院 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-843ba2427f27fb6e,V3-3ade9d529b69577f,B1-数字媒体技术优先核页,家庭筛选扩展,K753,喀什大学,K75307,235,family_fit_full_ocr,8,8,特殊限制待核,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,喀什大学 2026 湖北 招生计划 本科 专业组 招生网,喀什大学 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-b83b8ca651b8c8b5,V3-afa9910f78054e2e,B1-数字媒体技术优先核页,家庭筛选扩展,X502,新疆天山职业技术大学,X50202,240,family_fit_full_ocr,5,5,无,未命中同组代码历史投档线，需另找同校相邻组或新组参照。,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,新疆天山职业技术大学 2026 湖北 招生计划 本科 专业组 招生网,新疆天山职业技术大学 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-2b2a53e0e69030af,V3-16ad53a20f463f48,B1-数字媒体技术优先核页,家庭筛选扩展,A135,山东大学,A13506,36,family_fit_full_ocr,6,6,无,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,山东大学 2026 湖北 招生计划 本科 专业组 招生网,山东大学 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-dd18d20dca751c4a,V3-35b05cd48e4bbb13,B1-数字媒体技术优先核页,家庭筛选扩展,A195,兰州大学,A19511,56,family_fit_full_ocr,8,8,无,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,needs_official_plan_source_search,,,,,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,兰州大学 2026 湖北 招生计划 本科 专业组 招生网,兰州大学 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
