第一闭环证据仲裁ID,来源第一闭环核验结果看板,来源第一闭环字段确认公开账本,来源G0字段补证缺口任务公开账本,来源G0字段W0W1候选分层清单,来源W0B0高校源字段回接队列,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,仲裁序号,第一闭环核验结果ID,第一闭环字段确认公开账本ID,稳定基座第一闭环明细任务ID,稳定基座第一闭环页列包ID,页码版面键,来源页码,版面列,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,执行泳道,核验动作层级,任务结果桶,PDF原页证据状态,OCR提示状态,机器坐标提示状态,高校官网辅证状态,湖北官方侧状态,冲突状态,三方闭环状态,字段写回门禁,字段确认公开状态,双人复核公开状态,G0字段闭环命中状态,G0字段事实数,G0缺口任务数,G0当前可并行通道数,G0前置阻断通道数,G0待PDF原页记录数,G0待湖北官方记录数,G0待高校辅证核验数,G0待冲突处理数,G0待双人复核数,G0待三方一致性数,G0待字段确认数,G0待写回评审数,G0候选分层分布,G0候选主桶,G0高校源回接事实数,G0结构化接入候选字段数,G0高校源可DoubleCheck字段数,G0计划数一致提示字段数,G0计划数冲突提示字段数,证据准出阶段,证据准出阻断原因,下一步最小核验动作,任务内G0事实集合SHA256,任务内G0缺口任务集合SHA256,任务内G0回接集合SHA256,公开安全策略
FIRST-ADJ-4dd2129af671205e,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-candidate-triage-v1-public-ledger.csv,data/working/issue19-w0-b0-school-source-field-backlink-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_evidence_adjudication_board_v1,第一闭环高风险明细任务,206明细任务叠加G0 W0/W1字段事实准出状态,false,false,false,false,false,false,false,false,111,FIRSTRESULT-01d557174068db6a,FIRSTFCONF-c68811d34cdf57d7,FIRSTDETAIL-7c954b0742d262ad,FIRSTPAGE-a766473a37caa4de,141-left,141,left,M-ab056be9f534d089,G-13ade75559db9581,H023,P0人工字段任务,学费,E0-冲突异常双人优先核验,N2-机器坐标辅助核PDF原页,R2-机器坐标辅助核PDF原页,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,pending_double_review,非G0-W0W1字段事实子集,0,0,0,0,0,0,0,0,0,0,0,0,,T9-非G0候选分层范围,0,0,0,0,0,A3-非G0本轮子集但仍待第一闭环,未进入G0 W0/W1字段事实子集；仍按第一闭环总看板待核。,按第一闭环总看板继续核页；本表仅追踪G0 W0/W1字段事实子集。,,,,只公开状态、分桶、计数、ID和SHA；不公开敏感明细、学校专业文本或最终志愿建议。
FIRST-ADJ-eb1017da994de6df,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-candidate-triage-v1-public-ledger.csv,data/working/issue19-w0-b0-school-source-field-backlink-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_evidence_adjudication_board_v1,第一闭环高风险明细任务,206明细任务叠加G0 W0/W1字段事实准出状态,false,false,false,false,false,false,false,false,112,FIRSTRESULT-446eb854f1828d59,FIRSTFCONF-3a0ca42b8585f070,FIRSTDETAIL-8991edc6731114ee,FIRSTPAGE-815b76bed7962001,169-right,169,right,M-a8b31c9114605c03,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,R0-冲突优先双人核PDF原页和湖北官方侧,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,pending_double_review,G0-W0W1字段事实命中,2,16,8,8,2,2,2,2,2,2,2,2,C0-双侧候选冲突优先核:1；C2-仅PDFOCR候选需补辅证:1,T0-候选冲突优先核PDF原页与湖北官方,2,2,2,50,20,A0-G0候选冲突阻断准出,G0-缺PDF原页记录:2；G1-缺湖北官方记录:2；G2a-缺高校辅证线索:1；G2b-高校辅证种子待人工核验:1；G3-冲突未处理:2；G4-双人复核未完成:2；G5-三方一致性未闭环:2；G6-字段确认未填写:2；G7-写回评审建议未填写:2,先核PDF原页并补湖北官方侧记录；冲突字段完成双人复核后再做三方一致性。,e9156bdef5372b541f10c10fb1c3ba832706ab312049f5d13b1c51bea221aea0,48a65f552f4b5d70334ccb47ed2395defbc023cfd4e0ef4865d1ab989526de19,ef2ef06b00fbd8ccd25454ab1857b2f61cef384bcf7e12e5133b6af84dbf39e6,只公开状态、分桶、计数、ID和SHA；不公开敏感明细、学校专业文本或最终志愿建议。
FIRST-ADJ-8a35b3f4630dcdb4,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-candidate-triage-v1-public-ledger.csv,data/working/issue19-w0-b0-school-source-field-backlink-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_evidence_adjudication_board_v1,第一闭环高风险明细任务,206明细任务叠加G0 W0/W1字段事实准出状态,false,false,false,false,false,false,false,false,113,FIRSTRESULT-bee58eabd75645be,FIRSTFCONF-ee993a08dec95615,FIRSTDETAIL-03ffc5cb476ac461,FIRSTPAGE-815b76bed7962001,169-right,169,right,M-7489ddca4dfd3dd8,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,double_review_not_required,非G0-W0W1字段事实子集,0,0,0,0,0,0,0,0,0,0,0,0,,T9-非G0候选分层范围,0,0,0,0,0,A3-非G0本轮子集但仍待第一闭环,未进入G0 W0/W1字段事实子集；仍按第一闭环总看板待核。,按第一闭环总看板继续核页；本表仅追踪G0 W0/W1字段事实子集。,,,,只公开状态、分桶、计数、ID和SHA；不公开敏感明细、学校专业文本或最终志愿建议。
FIRST-ADJ-91064124cd874141,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-candidate-triage-v1-public-ledger.csv,data/working/issue19-w0-b0-school-source-field-backlink-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_evidence_adjudication_board_v1,第一闭环高风险明细任务,206明细任务叠加G0 W0/W1字段事实准出状态,false,false,false,false,false,false,false,false,114,FIRSTRESULT-b80693495b8a655d,FIRSTFCONF-bafda30635e33eff,FIRSTDETAIL-1e13c2dc5bcd6811,FIRSTPAGE-815b76bed7962001,169-right,169,right,M-90b2fc54c5bc2e5c,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,double_review_not_required,非G0-W0W1字段事实子集,0,0,0,0,0,0,0,0,0,0,0,0,,T9-非G0候选分层范围,0,0,0,0,0,A3-非G0本轮子集但仍待第一闭环,未进入G0 W0/W1字段事实子集；仍按第一闭环总看板待核。,按第一闭环总看板继续核页；本表仅追踪G0 W0/W1字段事实子集。,,,,只公开状态、分桶、计数、ID和SHA；不公开敏感明细、学校专业文本或最终志愿建议。
FIRST-ADJ-3adeabc3e97c9ad4,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-candidate-triage-v1-public-ledger.csv,data/working/issue19-w0-b0-school-source-field-backlink-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_evidence_adjudication_board_v1,第一闭环高风险明细任务,206明细任务叠加G0 W0/W1字段事实准出状态,false,false,false,false,false,false,false,false,115,FIRSTRESULT-041482b41d6fb560,FIRSTFCONF-51ccb4649f27aac4,FIRSTDETAIL-2805b5347b8e40ae,FIRSTPAGE-815b76bed7962001,169-right,169,right,M-cdfe659d6ddbb7d7,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,double_review_not_required,非G0-W0W1字段事实子集,0,0,0,0,0,0,0,0,0,0,0,0,,T9-非G0候选分层范围,0,0,0,0,0,A3-非G0本轮子集但仍待第一闭环,未进入G0 W0/W1字段事实子集；仍按第一闭环总看板待核。,按第一闭环总看板继续核页；本表仅追踪G0 W0/W1字段事实子集。,,,,只公开状态、分桶、计数、ID和SHA；不公开敏感明细、学校专业文本或最终志愿建议。
FIRST-ADJ-28f929508090cf8a,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-candidate-triage-v1-public-ledger.csv,data/working/issue19-w0-b0-school-source-field-backlink-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_evidence_adjudication_board_v1,第一闭环高风险明细任务,206明细任务叠加G0 W0/W1字段事实准出状态,false,false,false,false,false,false,false,false,116,FIRSTRESULT-a29290581588db68,FIRSTFCONF-c40a4a43ae928501,FIRSTDETAIL-2f3d5f6bcb8b8c58,FIRSTPAGE-815b76bed7962001,169-right,169,right,M-13b19a3991c8159a,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,double_review_not_required,非G0-W0W1字段事实子集,0,0,0,0,0,0,0,0,0,0,0,0,,T9-非G0候选分层范围,0,0,0,0,0,A3-非G0本轮子集但仍待第一闭环,未进入G0 W0/W1字段事实子集；仍按第一闭环总看板待核。,按第一闭环总看板继续核页；本表仅追踪G0 W0/W1字段事实子集。,,,,只公开状态、分桶、计数、ID和SHA；不公开敏感明细、学校专业文本或最终志愿建议。
FIRST-ADJ-b28a48e79bda48a3,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-candidate-triage-v1-public-ledger.csv,data/working/issue19-w0-b0-school-source-field-backlink-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_evidence_adjudication_board_v1,第一闭环高风险明细任务,206明细任务叠加G0 W0/W1字段事实准出状态,false,false,false,false,false,false,false,false,117,FIRSTRESULT-597c2af5ed40e202,FIRSTFCONF-8ea5db5ce18c96f6,FIRSTDETAIL-2fc55fcaedc06c57,FIRSTPAGE-815b76bed7962001,169-right,169,right,M-4a71a2765412ac2a,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,double_review_not_required,非G0-W0W1字段事实子集,0,0,0,0,0,0,0,0,0,0,0,0,,T9-非G0候选分层范围,0,0,0,0,0,A3-非G0本轮子集但仍待第一闭环,未进入G0 W0/W1字段事实子集；仍按第一闭环总看板待核。,按第一闭环总看板继续核页；本表仅追踪G0 W0/W1字段事实子集。,,,,只公开状态、分桶、计数、ID和SHA；不公开敏感明细、学校专业文本或最终志愿建议。
FIRST-ADJ-708863b75c87aa27,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-candidate-triage-v1-public-ledger.csv,data/working/issue19-w0-b0-school-source-field-backlink-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_evidence_adjudication_board_v1,第一闭环高风险明细任务,206明细任务叠加G0 W0/W1字段事实准出状态,false,false,false,false,false,false,false,false,118,FIRSTRESULT-4ff78557ee18693d,FIRSTFCONF-787bfb9a93c62a4c,FIRSTDETAIL-32bdf82346802bf7,FIRSTPAGE-815b76bed7962001,169-right,169,right,M-9710c4b647b66507,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,double_review_not_required,非G0-W0W1字段事实子集,0,0,0,0,0,0,0,0,0,0,0,0,,T9-非G0候选分层范围,0,0,0,0,0,A3-非G0本轮子集但仍待第一闭环,未进入G0 W0/W1字段事实子集；仍按第一闭环总看板待核。,按第一闭环总看板继续核页；本表仅追踪G0 W0/W1字段事实子集。,,,,只公开状态、分桶、计数、ID和SHA；不公开敏感明细、学校专业文本或最终志愿建议。
FIRST-ADJ-da2db474a0c69457,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-candidate-triage-v1-public-ledger.csv,data/working/issue19-w0-b0-school-source-field-backlink-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_evidence_adjudication_board_v1,第一闭环高风险明细任务,206明细任务叠加G0 W0/W1字段事实准出状态,false,false,false,false,false,false,false,false,119,FIRSTRESULT-91b7130157eecd8b,FIRSTFCONF-8d1cde127fe0e238,FIRSTDETAIL-391717603ff99852,FIRSTPAGE-815b76bed7962001,169-right,169,right,M-b0e700912fffe743,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N4-PDFOCR候选人工确认,R4-PDFOCR候选人工确认,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C3-仅PDFOCR候选，需人工核页,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,double_review_not_required,非G0-W0W1字段事实子集,0,0,0,0,0,0,0,0,0,0,0,0,,T9-非G0候选分层范围,0,0,0,0,0,A3-非G0本轮子集但仍待第一闭环,未进入G0 W0/W1字段事实子集；仍按第一闭环总看板待核。,按第一闭环总看板继续核页；本表仅追踪G0 W0/W1字段事实子集。,,,,只公开状态、分桶、计数、ID和SHA；不公开敏感明细、学校专业文本或最终志愿建议。
FIRST-ADJ-b6ecb20887da8d81,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-candidate-triage-v1-public-ledger.csv,data/working/issue19-w0-b0-school-source-field-backlink-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_evidence_adjudication_board_v1,第一闭环高风险明细任务,206明细任务叠加G0 W0/W1字段事实准出状态,false,false,false,false,false,false,false,false,120,FIRSTRESULT-1e7a79de3c2fc5bf,FIRSTFCONF-fd57d8399846a407,FIRSTDETAIL-4a3b29ecc48bcddc,FIRSTPAGE-815b76bed7962001,169-right,169,right,M-8ba195c86a925e83,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费；再选科目,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,double_review_not_required,非G0-W0W1字段事实子集,0,0,0,0,0,0,0,0,0,0,0,0,,T9-非G0候选分层范围,0,0,0,0,0,A3-非G0本轮子集但仍待第一闭环,未进入G0 W0/W1字段事实子集；仍按第一闭环总看板待核。,按第一闭环总看板继续核页；本表仅追踪G0 W0/W1字段事实子集。,,,,只公开状态、分桶、计数、ID和SHA；不公开敏感明细、学校专业文本或最终志愿建议。
FIRST-ADJ-ebd0cce9b9834ab2,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-candidate-triage-v1-public-ledger.csv,data/working/issue19-w0-b0-school-source-field-backlink-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_evidence_adjudication_board_v1,第一闭环高风险明细任务,206明细任务叠加G0 W0/W1字段事实准出状态,false,false,false,false,false,false,false,false,121,FIRSTRESULT-68e898d1e50896ec,FIRSTFCONF-dc7df8a12b2bb956,FIRSTDETAIL-55c641ecf7db1022,FIRSTPAGE-815b76bed7962001,169-right,169,right,M-b4b8560bd289f9b5,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,double_review_not_required,非G0-W0W1字段事实子集,0,0,0,0,0,0,0,0,0,0,0,0,,T9-非G0候选分层范围,0,0,0,0,0,A3-非G0本轮子集但仍待第一闭环,未进入G0 W0/W1字段事实子集；仍按第一闭环总看板待核。,按第一闭环总看板继续核页；本表仅追踪G0 W0/W1字段事实子集。,,,,只公开状态、分桶、计数、ID和SHA；不公开敏感明细、学校专业文本或最终志愿建议。
FIRST-ADJ-04517f32b98d40d3,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-candidate-triage-v1-public-ledger.csv,data/working/issue19-w0-b0-school-source-field-backlink-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_evidence_adjudication_board_v1,第一闭环高风险明细任务,206明细任务叠加G0 W0/W1字段事实准出状态,false,false,false,false,false,false,false,false,122,FIRSTRESULT-2c2749a13d757998,FIRSTFCONF-2d9b5efb819d8af7,FIRSTDETAIL-5bf24e503db69e71,FIRSTPAGE-815b76bed7962001,169-right,169,right,M-7a3695c82b5953d6,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,double_review_not_required,非G0-W0W1字段事实子集,0,0,0,0,0,0,0,0,0,0,0,0,,T9-非G0候选分层范围,0,0,0,0,0,A3-非G0本轮子集但仍待第一闭环,未进入G0 W0/W1字段事实子集；仍按第一闭环总看板待核。,按第一闭环总看板继续核页；本表仅追踪G0 W0/W1字段事实子集。,,,,只公开状态、分桶、计数、ID和SHA；不公开敏感明细、学校专业文本或最终志愿建议。
FIRST-ADJ-eacc707b4d006e14,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-candidate-triage-v1-public-ledger.csv,data/working/issue19-w0-b0-school-source-field-backlink-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_evidence_adjudication_board_v1,第一闭环高风险明细任务,206明细任务叠加G0 W0/W1字段事实准出状态,false,false,false,false,false,false,false,false,123,FIRSTRESULT-e8e6ad7bb390313d,FIRSTFCONF-010dadbeb632e8af,FIRSTDETAIL-d865ed334f79ac8b,FIRSTPAGE-815b76bed7962001,169-right,169,right,M-d7ad035436e7d0f7,G-69a8112ee16cf2ba,H450,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,N1-高校补缺线索回PDF原页,R1-高校补缺线索回PDF原页,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,double_review_not_required,非G0-W0W1字段事实子集,0,0,0,0,0,0,0,0,0,0,0,0,,T9-非G0候选分层范围,0,0,0,0,0,A3-非G0本轮子集但仍待第一闭环,未进入G0 W0/W1字段事实子集；仍按第一闭环总看板待核。,按第一闭环总看板继续核页；本表仅追踪G0 W0/W1字段事实子集。,,,,只公开状态、分桶、计数、ID和SHA；不公开敏感明细、学校专业文本或最终志愿建议。
