官网证据旁挂ID,来源招生明细主表行ID,来源公开官网差异账ID,来源底座闭环批次ID,来源逐专业闭环主表,来源公开官网差异账,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,能否替代湖北官方计划,官网证据强度,官网证据说明,建议动作,闭环执行总序,闭环执行批次,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,专业组内专业序号,专业代号OCR,专业名称及备注OCR短摘,OCR计划数,OCR学费,OCR再选科目,官网来源状态,官网证据匹配状态,最佳官网来源文件,最佳官网专业名称,最佳官网专业代号,最佳官网计划数,最佳官网学费,最佳官网选科,专业名称匹配方式,专业名称匹配分,计划数核验状态,差异字段集合,疑似OCR把学费读入计划数,仍需核验,下一步
B0B1SIDE-f521537762eb6df8,ADM-34047587897abc30,B0B1DIFF-f521537762eb6df8,CLOSEMAJOR-f521537762eb6df8,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,186,C0-P0证据闭环先核,M-3875a60b6b22b3fa,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,16,23,密码科学与技术（办学地点：长安校,,6000,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,密码科学与技术,D2,1,,20901；物理+化学,contains_after_normalization,85,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-f19c414120894036,ADM-4fe50f6969caf0e4,B0B1DIFF-f19c414120894036,CLOSEMAJOR-f19c414120894036,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1120,C0-P0证据闭环先核,M-0331ffd1db7621d2,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,5,39,通信工程（办学地点：甘肃兰州）,,2,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,通信工程,,2,,物理和化学,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-58d65bb442b17ef6,ADM-83c8cab72ed43b9d,B0B1DIFF-58d65bb442b17ef6,CLOSEMAJOR-58d65bb442b17ef6,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1123,C0-P0证据闭环先核,M-ece9de1329c27d10,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,6,40,入工智能（办学地点：甘肃兰州）,,5800,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,人工智能,,3,,物理和化学,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-0b1fc61a191645a8,ADM-208ac6bb95d97ef4,B0B1DIFF-0b1fc61a191645a8,CLOSEMAJOR-0b1fc61a191645a8,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1313,C0-P0证据闭环先核,M-51215ebfd6e9c1fb,G-3ed22abc87c8dac2,F305,忻州师范学院,F30508,109,1,15,应用化学,,4950,化学,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xztu-2026-hubei-physics-plan-extracted.csv,应用化学,,1,4950,,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-324319d1208171e8,ADM-2ceef3e570d30721,B0B1DIFF-324319d1208171e8,CLOSEMAJOR-324319d1208171e8,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1318,C0-P0证据闭环先核,M-84b7a37c3bcb4125,G-df1242f8618d3971,A033,中国传媒大学,A03312,18,1,22,智能视听工程,,5500,化学,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/cuc-2026-hubei-physics-normal-zsjh.json,智能视听工程,56,4,5500,"物理,化学(2门科目考生均须选考方可报考)",exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-5c3d8a6bc303f7e6,ADM-b8ac0f2cbaef0569,B0B1DIFF-5c3d8a6bc303f7e6,CLOSEMAJOR-5c3d8a6bc303f7e6,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1320,C0-P0证据闭环先核,M-83af574ae53d478b,G-df1242f8618d3971,A033,中国传媒大学,A03312,18,2,23,电子信息工程,,5500,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/cuc-2026-hubei-physics-normal-zsjh.json,电子信息工程,57,3,5500,"物理,化学(2门科目考生均须选考方可报考)",exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-7e59a676ba47f748,ADM-3dd24aaf7b3bd723,B0B1DIFF-7e59a676ba47f748,CLOSEMAJOR-7e59a676ba47f748,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1338,C0-P0证据闭环先核,M-d52b9b951aa3b3b1,G-2432826275c85956,A033,中国传媒大学,A03313,18,4,29,网络空间安全,,5500,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/cuc-2026-hubei-physics-normal-zsjh.json,网络空间安全,63,2,5500,"物理,化学(2门科目考生均须选考方可报考)",exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-8404c6689f871857,ADM-f1c51e50bdd23914,B0B1DIFF-8404c6689f871857,CLOSEMAJOR-8404c6689f871857,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1344,C0-P0证据闭环先核,M-fddc2e8a1a4582a1,G-2432826275c85956,A033,中国传媒大学,A03313,18,5,30,网络空间安全（AI 治理与视听安全方,,5500,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/cuc-2026-hubei-physics-normal-zsjh.json,网络空间安全（AI治理与视听安全方向）,64,2,5500,"物理,化学(2门科目考生均须选考方可报考)",ocr_prefix_of_official_name,92,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-2c8c46b100ff0c50,ADM-e883f2648cafba97,B0B1DIFF-2c8c46b100ff0c50,CLOSEMAJOR-2c8c46b100ff0c50,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1385,C0-P0证据闭环先核,M-07561f2ddca7868c,G-d202caf3a5b24060,H001,杭州电子科技大学,H00104,137,6,18,数学类（数学与应用数学、信息与计算科学：办学地点：第一学年在绍兴校区，第二学年起在下沙校区）,,5300,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/hdu-2026-hubei-plan.xlsx,数学类,,3,,"物理,化学(2门科目考生均须选考方可报考)",contains_after_normalization,85,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-d9b6b1a36c77444a,ADM-bc7ca4f67e6b7aa2,B0B1DIFF-d9b6b1a36c77444a,CLOSEMAJOR-d9b6b1a36c77444a,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1449,C0-P0证据闭环先核,M-8ba195c86a925e83,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,1,39,统计学,,5500,化学,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,统计学,,2,,,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-97e08894b9e4dd22,ADM-201d4cec9e94ed9f,B0B1DIFF-97e08894b9e4dd22,CLOSEMAJOR-97e08894b9e4dd22,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1458,C0-P0证据闭环先核,M-9710c4b647b66507,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,3,41,数学与应用数学,,6325,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,数学与应用数学,,2,,,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-a54ff814ad26b6d7,ADM-53c85201c2b0c451,B0B1DIFF-a54ff814ad26b6d7,CLOSEMAJOR-a54ff814ad26b6d7,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1488,C0-P0证据闭环先核,M-b4b8560bd289f9b5,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,11,49,安全工程,,5500,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,安全工程,,3,,,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-4fdfa9939aa68d99,ADM-01c7de9b56143087,B0B1DIFF-4fdfa9939aa68d99,CLOSEMAJOR-4fdfa9939aa68d99,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1491,C0-P0证据闭环先核,M-4a71a2765412ac2a,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,12,50,应急技术与管理,,5500,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,应急技术与管理,,4,,,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-189ead963f82145a,ADM-aaaa985d9ad25527,B0B1DIFF-189ead963f82145a,CLOSEMAJOR-189ead963f82145a,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1493,C0-P0证据闭环先核,M-7a3695c82b5953d6,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,13,51,数据计算及应用,,5500,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,数据计算及应用,,2,,,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-bc2735b22f9a6917,ADM-f18f90a04b616589,B0B1DIFF-bc2735b22f9a6917,CLOSEMAJOR-bc2735b22f9a6917,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1495,C0-P0证据闭环先核,M-7489ddca4dfd3dd8,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,14,52,集成电路设计与集成系统,,5500,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,集成电路设计与集成系统,,3,,,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-684a3450dfc10584,ADM-66f4ee9566b35d1a,B0B1DIFF-684a3450dfc10584,CLOSEMAJOR-684a3450dfc10584,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1613,C0-P0证据闭环先核,M-850aa6e9b4a3be8a,G-d93dfb85c8cb1c20,K488,西安医学院,K48804,226,1,04,英语（外语语种：英语：办学地点：未央校区）,,5000,不限,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xiyi-2026-hubei-physics-normal.json,英语,,1,5000,无首选科目要求；不提科目要求,contains_after_normalization,85,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-621087577ed30ef7,ADM-1242ddcf547ee172,B0B1DIFF-621087577ed30ef7,CLOSEMAJOR-621087577ed30ef7,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1614,C0-P0证据闭环先核,M-dc273ca69fa31c06,G-95aa0580598e9983,K488,西安医学院,K48805,226,1,05,预防医学（办学地点：未央校区；学制：五年）,,6500,［化学,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xiyi-2026-hubei-physics-normal.json,预防医学,,2,6500,"无首选科目要求；物理,化学(2门科目考生均须选考方可报考)",exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-06eea5b63781fda0,ADM-6ff46b348615ee11,B0B1DIFF-06eea5b63781fda0,CLOSEMAJOR-06eea5b63781fda0,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1621,C0-P0证据闭环先核,M-b26306df48aeae35,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,2,09,通信工程（办学地点：长安校区）,,6480,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,通信工程,A5,2,,18418；物理+化学,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-bd7c43c9a1e16df9,ADM-70ff63ae68219cd7,B0B1DIFF-bd7c43c9a1e16df9,CLOSEMAJOR-bd7c43c9a1e16df9,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1630,C0-P0证据闭环先核,M-59f2fe4937c929af,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,3,10,电信工程及管理（办学地点：长安校,,6000,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,电信工程及管理,A7,1,,20901；物理+化学,contains_after_normalization,85,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-aaf17567a6cdd100,ADM-1363b676b1469f57,B0B1DIFF-aaf17567a6cdd100,CLOSEMAJOR-aaf17567a6cdd100,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1633,C0-P0证据闭环先核,M-697f5f955ecc00c8,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,4,11,集成电路设计与集成系统（办学地点：长安校区）,,6480,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,集成电路设计与集成系统,B1,3,,/；物理+化学,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-c925bcfeeb0c0276,ADM-261b6c50523bbad6,B0B1DIFF-c925bcfeeb0c0276,CLOSEMAJOR-c925bcfeeb0c0276,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1637,C0-P0证据闭环先核,M-c3ff06ecc81ab136,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,5,12,微电子科学与工程（办学地点：长安校,,6480,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,微电子科学与工程,B2,2,,/；物理+化学,contains_after_normalization,85,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-8395e79f1c8ab215,ADM-c3c32f4fafc9f650,B0B1DIFF-8395e79f1c8ab215,CLOSEMAJOR-8395e79f1c8ab215,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,1640,C0-P0证据闭环先核,M-c1f8f0fd7414b38f,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,6,13,电子信息工程（办学地点：长安校区）,,6480,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,电子信息工程,B3,4,,17921；物理+化学,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
