来源期号,来源PDF_SHA256,数据阶段,最终可用,源文件,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,专业组标题OCR原文,版面列,专业代号OCR,专业名称及备注OCR,来源页码,再选科目OCR候选,专业计划数OCR候选,专业计划数OCR数字候选,学费OCR候选,学费OCR数字候选,字段完整性标记,异常规则ID,异常类型,严重程度,异常证据,核验状态,下一步
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,K782,新疆科技学院,K78207,07,K78207 新疆科技学院第07 组,left,35,护理学（办学地点：鸿雁校区）K783 新疆政法学院（公办）（新疆）,237,生物,4,4,5200,5200,,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,K783新疆政法学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,K783,新疆政法学院,K78304,04,K78304 新疆政法学院第04组,left,19,数学与应用数学G◎KZAA院校专业组及专业代号K784新疆工业学院（公办）（新疆）,237,,2,2,4500,4500,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,K784新疆工业学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,K784,新疆工业学院,K78402,02,K78402 新疆工业学院第 02组,right,19,安全工程K785 新疆理工职业大学（公办）（新疆）,237,,4,4,4500,4500,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,K785新疆理工职业大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,K785,新疆理工职业大学,K78501,01,［K78501 新疆理工职业大学第01组,right,17,智慧农业技术M003北京科技职业大学（公办）（北京）,237,,2,2,3500,3500,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,M003北京科技职业大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,M003,北京科技职业大学,M00301,01,MO0301 北京科技职业大学第01组,right,02,集成电路工程技术（色盲考生限报）M012民政职业大学（公办）（北京）,237,,11,11,6000,6000,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,M012民政职业大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,M012,民政职业大学,M01203,03,MO1203民政职业大学第03组,right,11,康复治疗（办学地点：燕郊校区）M558哈尔滨建筑科技职业大学（公办）（黑龙,237,,2,2,7500,7500,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,M558哈尔滨建筑科技职业大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,M558,哈尔滨建筑科技职业大学,M55802,02,M55802 哈尔滨建筑科技职业大学第 02组,left,04,建筑环境与能源工程M563 黑龙江农业工程职业技术大学（公办）（黑龙江）M56301 黑龙江农业工程职业技术大学第01/不限,238,,3,3,6000,6000,missing_subject_candidate;tuition_over_15000,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,M563黑龙江农业工程职业技术大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,M558,哈尔滨建筑科技职业大学,M55802,02,M55802 哈尔滨建筑科技职业大学第 02组,left,04,建筑环境与能源工程M563 黑龙江农业工程职业技术大学（公办）（黑龙江）M56301 黑龙江农业工程职业技术大学第01/不限,238,,3,3,6000,6000,missing_subject_candidate;tuition_over_15000,major_text_embeds_group_code,专业名称疑似串入专业组代码,高,M56301,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,M571,哈尔滨职业技术大学,M57101,01,M57101 哈尔滨职业技术大学第01 组,left,05,人工智能工程技术M684 上海中侨职业技术大学（民办）（上海）,238,,5,5,6000,6000,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,M684上海中侨职业技术大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,M684,上海中侨职业技术大学,M68402,02,M68402上海中侨职业技术大学第 02组,left,06,食品质量与安全M703 南京工业职业技术大学（公办）（江苏）,238,,2,2,35000,35000,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,M703南京工业职业技术大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,M703,南京工业职业技术大学,M70302,02,M70302/南京工业职业技术大学第02组,left,08,人工智能工程技术M920 安徽职业技术大学（公办）（安徽）,238,,2,2,5800,5800,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,M920安徽职业技术大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,M920,安徽职业技术大学,M92002,02,M92002/安徽职业技术大学第02组,left,05,化工智能制造工程技术M922 芜湖职业技术大学（公办）（安徽）,238,,20,20,5390,5390,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,M922芜湖职业技术大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,M922,芜湖职业技术大学,M92201,01,M92201 芜湖职业技术大学第 01 组,left,04,大数据工程技术（办学地点：文津校T132 江西职业技术大学（公办）（江西）,238,,5,5,5390,5390,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,T132江西职业技术大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,T132,江西职业技术大学,T13201,01,T13201 江西职业技术大学第 01 组,left,09,物联网工程技术（办学地点：濂溪校T181江西飞行学院（公办）（江西）,238,,4,4,5000,5000,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,T181江西飞行学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,T181,江西飞行学院,T18103,03,T18103江西飞行学院第03组,right,13,飞行器动力工程（色盲、色弱、屈光不正（近视眼或远视眼，任何一眼矫正到4.8镜片度数大于800度）和两耳听力均在3米以内的考生请谨慎报考）T563 湖南软件职业技术大学（民办）（湖南）,238,,2,2,4120,4120,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,T563湖南软件职业技术大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,T563,湖南软件职业技术大学,T56301,01,T56301 湖南软件职业技术大学第01 组,right,05,大数据与会计T591广东轻工职业技术大学（公办）（广东）,238,,,,23500,23500,missing_subject_candidate;missing_plan_count_candidate;low_ocr_confidence,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,T591广东轻工职业技术大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,T591,广东轻工职业技术大学,T59102,02,T59102广东轻工职业技术大学第 02组,right,02,合成生物技术（不招色盲色弱；办学地点：南海校区北区）T594 深圳职业技术大学（公办）（广东）,238,不限,1,1,6410,6410,,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,T594深圳职业技术大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,T594,深圳职业技术大学,T59401,01,T59401 深圳职业技术大学第 01组,right,05,制药工程技术（办学地点：西丽校区）T597广州职业技术大学（公办）（广东）,238,,4,4,6000,6000,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,T597广州职业技术大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,T597,广州职业技术大学,T59701,01,T59701广州职业技术大学第 01组,right,05,集成电路工程技术（设有“AI 芯片工匠班”，详见学校招生信息网）T616 深圳信息职业技术大学（公办）（广东）,238,,2,2,6410,6410,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,T616深圳信息职业技术大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,T616,深圳信息职业技术大学,T61602,02,T61602深圳信息职业技术大学第02组,left,05,半导体装备工程技术（芯锐实验班）T628 肇庆医学院（公办）（广东）,239,,5,5,6000,6000,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,T628肇庆医学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,T628,肇庆医学院,T62803,03,T62803 肇庆医学院第03组,left,03,护理学（不招色盲色弱；办学地点：新区校区）T728南宁职业技术大学（公办）（广西）,239,,2,2,5800,5800,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,T728南宁职业技术大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,T728,南宁职业技术大学,T72803,03,T72803 南宁职业技术大学第03组,left,03,原动化技术与应用（不招色盲、色弱考生：办学地点：相思湖校区）T732 桂林师范学院（公办）（广西）,239,不限,5,5,7500,7500,,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,T732桂林师范学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,T732,桂林师范学院,T73202,02,T73202 桂林师范学院第02组,left,03,科学教育（师范类）T733 柳州职业技术大学（公办）（广西）,239,不限,2,2,4200,4200,,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,T733柳州职业技术大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,T754,广西职业师范学院,T75403,03,T75403广西职业师范学院第03组,left,06,应用电子技术教育（师范类；办学地T861 重庆工业职业技术大学（公办）（重庆）,239,,,,4595,4595,missing_subject_candidate;missing_plan_count_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,T861重庆工业职业技术大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,T861,重庆工业职业技术大学,T86103,03,T86103 重庆工业职业技术大学第 03组,left,07,物联网工程技术（办学地点：大一南川校区，大二起两江校区）T865 童庆电子科技职业大学（公办）（重庆）,239,,,,7590,7590,missing_subject_candidate;missing_plan_count_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,T865童庆电子科技职业大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,T865,重庆电子科技职业大学,T86503,03,T86503 重庆电子科技职业大学第03组,left,04,机器人技术（办学地点：大一永川校GKAZA院校代号区，大二起沙坪坝校区）T938 成都航空职业技术大学（公办）（四川）,239,,,,7590,7590,missing_subject_candidate;missing_plan_count_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,T938成都航空职业技术大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,T938,成都航空职业技术大学,T93801,01,T93801成都航空职业技术大学第01组,right,04,电子信息工程技术（办学地点：龙泉校T951四川工程职业技术大学（公办）（四川）,239,,4,4,5720,5720,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,T951四川工程职业技术大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,T951,四川工程职业技术大学,T95101,01,T95101 四川工程职业技术大学第01 组,right,02,电子信息工程技术T952四川建筑职业技术大学（公办）（四川）,239,,3,3,5720,5720,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,T952四川建筑职业技术大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,T952,四川建筑职业技术大学,T95201,01,T95201 四川建筑职业技术大学第01 组,right,05,建筑电气与智能化工程X242陕西工业职业技术大学（公办）（陕西）,239,,5,5,5720,5720,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,X242陕西工业职业技术大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,X242,陕西工业职业技术大学,X24201,01,X24201 陕西工业职业技术大学第01 组,right,02,建筑工程（办学地点：渭城校区）X450 新疆和田学院（公办）（新疆）,239,,81,81,7150,7150,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,X450新疆和田学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,X450,新疆和田学院,X45005,05,X45005 新疆和田学院第05组,right,21,护理学（办学地点：昆仑路校区）X451 新疆农业职业技术大学（公办）（新疆）,239,,5,5,5200,5200,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,X451新疆农业职业技术大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A079,吉林大学,A07921,21,A07921 吉林大学第21组,left,61,集成电路设计与集成系统（集成电路科技英才特色班；办学地点：前卫南,24,,,,1,1,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,1,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A079,吉林大学,A07923,23,A07923|吉林大学第23组,left,67,物理学（中外合作办学）（招有专业志愿考生；第四年在俄罗斯托姆斯克理工大学学习，学费外方收取；办学地A081 东北师范大学（公办）（吉林）,24,化学,,,39000,39000,missing_plan_count_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,A081东北师范大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A081,东北师范大学,A08112,12,A08112 东北师范大学第 12组,left,23,教育学类（师范类：教育学、小学教育学前教育：办学地点：人民大街校区）,24,,,,3,3,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,3,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A081,东北师范大学,A08112,12,A08112 东北师范大学第 12组,left,24,经济学（经济学-统计学双学士学位复食梨人才培养项目：办学地点：净月大街校区）,24,,,,4,4,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,4,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A081,东北师范大学,A08113,13,A08113 东北师范大学第 13组,left,25,数学与应用数学（师范类；办学地点：人民大街校区）,24,,,,3,3,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,3,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A081,东北师范大学,A08113,13,A08113 东北师范大学第 13组,left,26,化学（师范类；办学地点：人民大街校,24,,,,3,3,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,3,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A081,东北师范大学,A08113,13,A08113 东北师范大学第 13组,left,28,生物科学类（生物科学（师范）、生物技术：办学地点：人民大街校区）,24,,,,3,3,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,3,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A081,东北师范大学,A08113,13,A08113 东北师范大学第 13组,left,29,环境科学与工程类（环境科学、环境工程、生态学；办学地点：净月大街校区）,24,,,,7,7,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,7,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A081,东北师范大学,A08114,14,A08114东北师范大学第 14组,left,30,物理学（师范类：陆家義试验班；办学地点：人民大街校区）A083 哈尔滨工业大学（公办）（黑龙江）,24,［化学,3,3,6320,6320,,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,A083哈尔滨工业大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A083,哈尔滨工业大学,A08302,02,A08302 哈尔滨工业大学第 02组,right,06,人工智能（中关村班：与中关村学院深鹰融合培养，培养方式详见学校招生官网）复合材料与工程力学、智能材料与结构、兩得科李驾空置、鄭华技朱了7含永坦班、普文班、小卫星班、智能机器人班、尖端仪器班，院士担任班主任，相关领域内专业任选，一生一策，培养方式详见学校招生官网）,24,,,,4,4,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,4,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A083,哈尔滨工业大学,A08302,02,A08302 哈尔滨工业大学第 02组,right,10,工科试验班（脑机智能：微电子科学与集成电路设计正程、智能视觉工程、与集成系统、智能科学与技术、仿生科学与工程、精密仪器、脑机科学上技术、智能医学工程、生物信息学、光电信息生物技术、电子封装技术、材料与器件：本专业类内任选专业）,24,,,,1,1,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,1,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A083,哈尔滨工业大学,A08306,06,AO8306 哈尔滨工业大学第06组,right,15,应用物理学（中外合作办学）（该专业是与俄罗斯圣彼得堡国立大学合作；学生入学后不得转专业，“4+0”培养，中英文授课）,24,化学,,,6,6,missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,6,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
