W0B0最小人工复核明细ID,W0B0最小人工复核包ID,来源第一闭环事实核验包明细,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,包内最小复核序号,最小人工复核包序号,页码版面键,来源页码,版面列,第一闭环事实核验包明细ID,第一闭环事实范围缺口公开账本ID,第一闭环字段事实公开账本ID,稳定基座第一闭环明细任务ID,专业行ID,专业组出现ID,院校代码,事实域,事实类型,事实粒度,字段名,最小复核类型,复核优先级,页列主阻断,核验动作层级,是否需要人工看图,是否需要双人复核,人工最小复核动作,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,事实对象集合SHA256,公开安全策略
W0B0MANITEM-8af57269bf8cddc4,W0B0MANPKT-4377877606819f0d,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,21,1,135-left,135,left,FIRSTFACTITEM-9816f76bced87419,FIRSTSCOPE-6377ffd91f525824,FIRSTFACT-59391cef19af67bc,FIRSTDETAIL-c38ee9bcbc39ce19,M-bf093921a5df7b57,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,becce971e9d5fc3d74840857de4ad2abe062a046fc6b3515f6c020afb168682a,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-007659279ad95516,W0B0MANPKT-4377877606819f0d,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,22,1,135-left,135,left,FIRSTFACTITEM-6456ddf04aa925cd,FIRSTSCOPE-2f98d06dc6ca0cbb,FIRSTFACT-3e6d1c4b1133b772,FIRSTDETAIL-d3b4542d9cf04623,M-e61c577465bca697,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,7563eb46fc81874672a65083a191b4a9d8c5c35349b23180a7826f4c599923a1,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-0b0911d4e415a833,W0B0MANPKT-100fa6274e1d03ed,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,1,2,018-left,18,left,FIRSTFACTITEM-21aa46d90c687fce,FIRSTSCOPE-3befb66f5f6a788c,,,,,,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,,M0-先核专业组边界,P0,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突×4；N2-机器坐标辅助核PDF原页×5；N3-无稳定候选人工看图×3；N5-多源一致仍待湖北官方侧×5,true,true,先核页列内专业组起止、跨页延续、左右栏边界和组内归属，防止后续字段串组。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,2c4a8de5f5f6da6daa2731560a6bbd4d40291e7eab6b4939dfbd8b112665ce2b,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-5d03094be3f24703,W0B0MANPKT-100fa6274e1d03ed,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,2,2,018-left,18,left,FIRSTFACTITEM-03d8bed3bb335f48,FIRSTSCOPE-d1fa53a49e6555c6,FIRSTFACT-4b5b60a8920eef51,FIRSTDETAIL-0a008f059b306a64,M-f588b8040b4edb64,G-2432826275c85956,A033,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,false,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,33b393f062582d6a57c3d4abe5f96619a8bbdc74817b13f12fc82e195702fa9f,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-fa72c5589f895910,W0B0MANPKT-100fa6274e1d03ed,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,3,2,018-left,18,left,FIRSTFACTITEM-0ee6a4e144bddcda,FIRSTSCOPE-3b1d59c3184b4139,FIRSTFACT-f4521d23bb9fc30f,FIRSTDETAIL-6e2d3b4c7f4c6ceb,M-1313bee178d7d0ee,G-df1242f8618d3971,A033,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,a1e1e5a2b22aa84fe6eb119c0bae3d9d28fb48d94799ce0231bc6a185c12b7d4,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-9db422a8e37dc1b7,W0B0MANPKT-100fa6274e1d03ed,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,4,2,018-left,18,left,FIRSTFACTITEM-6cbf616a91f639f1,FIRSTSCOPE-e56423360a12c9d9,FIRSTFACT-45c9396c88349f1c,FIRSTDETAIL-8bf313b58dad8c1d,M-93d6111287b31e95,G-2432826275c85956,A033,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,false,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,cf43f74d3aa64f900a9b3168a8bb5e1a523c55afdd936ab4c06c7a009a4bb6d8,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-6baa60980993e3d0,W0B0MANPKT-100fa6274e1d03ed,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,5,2,018-left,18,left,FIRSTFACTITEM-4c126d92239bddd7,FIRSTSCOPE-155c4e4beafdecac,FIRSTFACT-e8c001845f65d0cd,FIRSTDETAIL-ab6063ed0b37268b,M-84b7a37c3bcb4125,G-df1242f8618d3971,A033,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,false,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,795bd4352c5987b87aeb767bc718144c759bd218fd3dc67e9c1ebad4e4323648,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-e78d0505f5f5a6ae,W0B0MANPKT-100fa6274e1d03ed,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,6,2,018-left,18,left,FIRSTFACTITEM-e8216e6b08ff4fcf,FIRSTSCOPE-b0bd625edcb32076,FIRSTFACT-5a6ababf37cc2dcd,FIRSTDETAIL-0a008f059b306a64,M-f588b8040b4edb64,G-2432826275c85956,A033,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,false,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,10cf7454da8f7753fc174e449d8a6076ac5b98bfcb06dd634dbc893f8d367300,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-cb41e46b63f686ed,W0B0MANPKT-100fa6274e1d03ed,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,7,2,018-left,18,left,FIRSTFACTITEM-283db053da24bd40,FIRSTSCOPE-f2757af9ab482a10,FIRSTFACT-1dafb1ef5907de4c,FIRSTDETAIL-6e2d3b4c7f4c6ceb,M-1313bee178d7d0ee,G-df1242f8618d3971,A033,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,e0ef8f438ca1216a0de890e8760c64ed806d1b33c4ae0e85f59e5a330f0f3fe8,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-b8cb503d7d11f181,W0B0MANPKT-100fa6274e1d03ed,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,8,2,018-left,18,left,FIRSTFACTITEM-cb505b0c914a20b0,FIRSTSCOPE-177434c3f6ebcd46,FIRSTFACT-68389f4550873cb7,FIRSTDETAIL-8bf313b58dad8c1d,M-93d6111287b31e95,G-2432826275c85956,A033,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,false,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,283e9f68cd07d57c8c520bb27205600d0691d3ef7217dc44261f0dfccd429cbb,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-c6ed5da6dd05bdb1,W0B0MANPKT-100fa6274e1d03ed,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,9,2,018-left,18,left,FIRSTFACTITEM-a0c6efdd53cd1b00,FIRSTSCOPE-5cf991aa5235b28c,FIRSTFACT-42fb1634a702c4d3,FIRSTDETAIL-ab6063ed0b37268b,M-84b7a37c3bcb4125,G-df1242f8618d3971,A033,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,false,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,6214d5196aa98ffcefe953541a5b537889746efda07dfaa7d79244eb0ab68779,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-7308f7619f6c83ca,W0B0MANPKT-100fa6274e1d03ed,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,10,2,018-left,18,left,FIRSTFACTITEM-b94122d50485def9,FIRSTSCOPE-5b6f6c1d55978676,FIRSTFACT-d7184b81690c695d,FIRSTDETAIL-0a008f059b306a64,M-f588b8040b4edb64,G-2432826275c85956,A033,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,false,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,8b57e9c945813e3f59328107fc11f6080a70bf65d586b4ff362746a970775fe4,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-59303d1fe4128430,W0B0MANPKT-100fa6274e1d03ed,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,11,2,018-left,18,left,FIRSTFACTITEM-96731117d0358c8f,FIRSTSCOPE-a611ef86b4894675,FIRSTFACT-a956bb241116644e,FIRSTDETAIL-6e2d3b4c7f4c6ceb,M-1313bee178d7d0ee,G-df1242f8618d3971,A033,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,82daa5d2d0f31daf0dc8cb4d2b902fde8b472b512664b733be5e17cff01a6c31,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-00c7620c874d1f7a,W0B0MANPKT-100fa6274e1d03ed,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,12,2,018-left,18,left,FIRSTFACTITEM-11228ad1294a5cff,FIRSTSCOPE-5d2473d678a8af05,FIRSTFACT-61273d4f0304ef03,FIRSTDETAIL-8bf313b58dad8c1d,M-93d6111287b31e95,G-2432826275c85956,A033,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,false,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,e57a464d54599d9cc8fa14f4bb0e64050bdb4680317d7a280ba874d37f0863fa,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-d8c87cea7525fa35,W0B0MANPKT-100fa6274e1d03ed,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,13,2,018-left,18,left,FIRSTFACTITEM-b66aee47c5b32dfd,FIRSTSCOPE-42d93c2821c4e249,FIRSTFACT-9860aa9fd32cd986,FIRSTDETAIL-ab6063ed0b37268b,M-84b7a37c3bcb4125,G-df1242f8618d3971,A033,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,false,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,5b65485846db0c248672e2de3f9015a8ad2a3abb8e5954238d3a8d84135aca2d,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-62f375fbbc11d27f,W0B0MANPKT-ba37423af5e98088,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,1,3,199-left,199,left,FIRSTFACTITEM-001066b4e2e8fa3c,FIRSTSCOPE-e876ee72f3ceb83d,,,,,,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,,M0-先核专业组边界,P0,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突×3；N2-机器坐标辅助核PDF原页×1；N4-PDFOCR候选人工确认×1,false,true,先核页列内专业组起止、跨页延续、左右栏边界和组内归属，防止后续字段串组。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,83463faaaf72a59bc16b9b4133c55521ec844414543d8db439570721419ff9ec,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-935a0775b8021201,W0B0MANPKT-ba37423af5e98088,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,2,3,199-left,199,left,FIRSTFACTITEM-735761cbf2994df1,FIRSTSCOPE-09d6b2c4d1dfbdec,FIRSTFACT-c80477584fc0afdd,FIRSTDETAIL-393dba8354b77b5e,M-c0e205bf9e212204,G-37268c0379be16ef,H945,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,2580d8544e0c522c462bb169826c36852443681d009b398964e4a59713154083,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-ce2220ac13c97def,W0B0MANPKT-ba37423af5e98088,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,3,3,199-left,199,left,FIRSTFACTITEM-fd01d48d51ab2ae5,FIRSTSCOPE-7bd0e1129369f4c6,FIRSTFACT-4fab93fc4e1d210d,FIRSTDETAIL-93e1c6f08abff549,M-428c631bc321e966,G-37268c0379be16ef,H945,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,3ba80ae8d1c8299839dfb9c1849fee27d7ea20566e8c9c01482616d65b19bae1,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-0ae2aaa3f74c8985,W0B0MANPKT-ba37423af5e98088,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,4,3,199-left,199,left,FIRSTFACTITEM-f9f01e0c0f57dd8f,FIRSTSCOPE-49c68bfa70be3bbe,FIRSTFACT-c544e9b949fc7794,FIRSTDETAIL-a54f685382d6b1c6,M-dc718284a7b7340c,G-37268c0379be16ef,H945,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,78dd001bc9f7c2e94d6775899b781e8b7ea044f569f61e0fccee605433f2afe9,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
W0B0MANITEM-2a9b462297a44a7a,W0B0MANPKT-ba37423af5e98088,data/working/issue19-stable-foundation-first-closure-fact-verification-items-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_minimal_manual_checklist_items,W0-B0页列最小人工复核明细,最小人工复核包×事实范围,false,false,false,false,false,false,false,false,5,3,199-left,199,left,FIRSTFACTITEM-b79468cf949cec99,FIRSTSCOPE-8aaded492b996a3f,FIRSTFACT-3e2e6b8ef1e6ce58,FIRSTDETAIL-393dba8354b77b5e,M-c0e205bf9e212204,G-37268c0379be16ef,H945,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,true,true,双人回看PDF原页，记录计划数、学费或选科冲突字段，并等待湖北官方侧复核。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,25ef29c5a44836167ed691817db74bfa03458073a8a055a83dd77aca2551d91e,公开层只保存最小复核类型、页列、状态桶、ID和SHA；不保存字段明细值、识别正文或私有材料。
