官网证据旁挂ID,来源招生明细主表行ID,来源公开官网差异账ID,来源底座闭环批次ID,来源逐专业闭环主表,来源公开官网差异账,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,能否替代湖北官方计划,官网证据强度,官网证据说明,建议动作,闭环执行总序,闭环执行批次,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,专业组内专业序号,专业代号OCR,专业名称及备注OCR短摘,OCR计划数,OCR学费,OCR再选科目,官网来源状态,官网证据匹配状态,最佳官网来源文件,最佳官网专业名称,最佳官网专业代号,最佳官网计划数,最佳官网学费,最佳官网选科,专业名称匹配方式,专业名称匹配分,计划数核验状态,差异字段集合,疑似OCR把学费读入计划数,仍需核验,下一步
B0B1SIDE-d7e5805be9cc15af,,B0B1DIFF-d7e5805be9cc15af,CLOSEMAJOR-d7e5805be9cc15af,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,72,C0-P0证据闭环先核,M-f370e04f41c46e10,G-fc81847787fdf794,A197,西北民族大学,A19717,57,4,25,人工智能（办学地点：榆中校区）,2,5600,,has_reusable_2026_hubei_plan_source,,,,,,,,,,,,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-c7030a05141c5847,ADM-2e24caa1fce7aff9,B0B1DIFF-c7030a05141c5847,CLOSEMAJOR-c7030a05141c5847,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,73,C0-P0证据闭环先核,M-f7d6787fb6918e72,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,7,41,数据科学与大数据技术（办学地点：甘肃兰州）,,5800,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,数据科学与大数据技术,,3,,物理和化学,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-567dd1ae3f712997,,B0B1DIFF-567dd1ae3f712997,CLOSEMAJOR-567dd1ae3f712997,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,75,C0-P0证据闭环先核,M-c11975083b76a38c,G-707aedce38e314b5,C108,江汉大学,C10808,69,3,44,大数据管理与应用,18,5200,,has_partial_source_needs_followup,,,,,,,,,,,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-5ba61a17b71a2aef,ADM-fc95f2d8a3debf5f,B0B1DIFF-5ba61a17b71a2aef,CLOSEMAJOR-5ba61a17b71a2aef,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,strong_support,官网专业名和计划数匹配，可作为强辅证；仍需 PDF 原页和湖北官方系统复核。,PDF原页；湖北官方系统/省招办计划；专业组边界；家庭接受度；调剂范围,76,C0-P0证据闭环先核,M-f7fac43e81c17b78,G-06d6761ecafe9d62,C108,江汉大学,C10811,69,3,64,人工智能,20,5200,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/jhun-2026-hubei-physics-normal-lqxx2.json,人工智能,0V,20,,,exact_after_normalization,100,match,,false,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-4fe5b0dbc690e29e,ADM-e9354d58c5f7c200,B0B1DIFF-4fe5b0dbc690e29e,CLOSEMAJOR-4fe5b0dbc690e29e,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,strong_support,官网专业名和计划数匹配，可作为强辅证；仍需 PDF 原页和湖北官方系统复核。,PDF原页；湖北官方系统/省招办计划；专业组边界；家庭接受度；调剂范围,77,C0-P0证据闭环先核,M-9dc0a84ff7287aa8,G-06d6761ecafe9d62,C108,江汉大学,C10811,69,4,65,计算机科学与技术,33,5200,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/jhun-2026-hubei-physics-normal-lqxx2.json,计算机科学与技术,0Y,33,,,exact_after_normalization,100,match,,false,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-625d00e760b0c730,ADM-377b51ac9c3ba213,B0B1DIFF-625d00e760b0c730,CLOSEMAJOR-625d00e760b0c730,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,strong_support,官网专业名和计划数匹配，可作为强辅证；仍需 PDF 原页和湖北官方系统复核。,PDF原页；湖北官方系统/省招办计划；专业组边界；家庭接受度；调剂范围,78,C0-P0证据闭环先核,M-1200fbb8e7a2ed41,G-06d6761ecafe9d62,C108,江汉大学,C10811,69,5,66,计算机科学与技术（智能与软件实验,37,5200,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/jhun-2026-hubei-physics-normal-lqxx2.json,计算机科学与技术（智能与软件实验班）,0Z,37,,,ocr_prefix_of_official_name,92,match,,false,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-4036c20c7e5c513d,,B0B1DIFF-4036c20c7e5c513d,CLOSEMAJOR-4036c20c7e5c513d,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,79,C0-P0证据闭环先核,M-1b9f5aeeece63939,G-f2cffc4ab85bdc48,C108,江汉大学,C10818,70,4,A0,大数据管理与应用（面向武汉）,45,5200,,has_partial_source_needs_followup,,,,,,,,,,,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-c7d4132042f41cc1,,B0B1DIFF-c7d4132042f41cc1,CLOSEMAJOR-c7d4132042f41cc1,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,80,C0-P0证据闭环先核,M-3159a7e9c382c0ab,G-fa22154fdb9e36d2,C125,武汉轻工大学,C12507,73,1,39,计算机类（含计算机科学与技术、软件工程专业）,265,5200,,needs_official_plan_source_search,,,,,,,,,,,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-4033147e7eebb1ac,ADM-840b1e7baa560a17,B0B1DIFF-4033147e7eebb1ac,CLOSEMAJOR-4033147e7eebb1ac,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,strong_support,官网专业名和计划数匹配，可作为强辅证；仍需 PDF 原页和湖北官方系统复核。,PDF原页；湖北官方系统/省招办计划；专业组边界；家庭接受度；调剂范围,81,C0-P0证据闭环先核,M-9162c0db00afc0fa,G-06d6761ecafe9d62,C108,江汉大学,C10811,69,6,67,数据科学与大数据技术,13,5200,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/jhun-2026-hubei-physics-normal-lqxx2.json,数据科学与大数据技术,1P,13,,,exact_after_normalization,100,match,,false,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-b4df468f42b6e766,,B0B1DIFF-b4df468f42b6e766,CLOSEMAJOR-b4df468f42b6e766,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,82,C0-P0证据闭环先核,M-17d134e8283aec4a,G-fa22154fdb9e36d2,C125,武汉轻工大学,C12507,73,2,40,人工智能,93,5200,,needs_official_plan_source_search,,,,,,,,,,,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-ff25d2748feacb2d,,B0B1DIFF-ff25d2748feacb2d,CLOSEMAJOR-ff25d2748feacb2d,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,rules_only,目前只有章程或规则线索，不能作为逐专业计划证据。,继续补高校逐专业计划源；核招生章程限制项,83,C0-P0证据闭环先核,M-857c30bc6020c054,G-afbb7a450a726ecb,C107,武汉体育学院,C10703,69,10,14,数据科学与大数据技术,7,4000,,charter_or_rules_only_no_plan,no_school_source,,,,,,,no_retained_official_plan_for_school,0,pending_original_pdf_and_hubei_official_review,仅章程或规则线索,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-7ce1aa343e60f22c,,B0B1DIFF-7ce1aa343e60f22c,CLOSEMAJOR-7ce1aa343e60f22c,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,84,C0-P0证据闭环先核,M-bb3103c58c18570c,G-e66b9a2a5f724d9d,C125,武汉轻工大学,C12505,73,6,32,大数据管理与应用,88,4000,,needs_official_plan_source_search,,,,,,,,,,,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-574cef0c4202e9a1,ADM-bc581cf45c656fcf,B0B1DIFF-574cef0c4202e9a1,CLOSEMAJOR-574cef0c4202e9a1,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,strong_support,官网专业名和计划数匹配，可作为强辅证；仍需 PDF 原页和湖北官方系统复核。,PDF原页；湖北官方系统/省招办计划；专业组边界；家庭接受度；调剂范围,85,C0-P0证据闭环先核,M-84ca8e8a7015890d,G-887faa839014956a,C150,武汉商学院,C15004,80,1,42,软件工程（大一在马影河校区就读，大起在后官湖校区就读）,58,5200,化学,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-sample-school-official/wbu-2026-source-plan.html；data/external/issue19-sample-school-official/wbu-2026-undergraduate-plan.html,软件工程,,58,5200,物理和化学,contains_after_normalization,85,match,,false,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-26c0d21a9c6966b4,ADM-abc7d74182630617,B0B1DIFF-26c0d21a9c6966b4,CLOSEMAJOR-26c0d21a9c6966b4,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,strong_support,官网专业名和计划数匹配，可作为强辅证；仍需 PDF 原页和湖北官方系统复核。,PDF原页；湖北官方系统/省招办计划；专业组边界；家庭接受度；调剂范围,86,C0-P0证据闭环先核,M-107af033d1050347,G-887faa839014956a,C150,武汉商学院,C15004,80,2,13,物联网工程（智能系统方向：大一在三影河校区就读，大二起在后官湖校区,60,5200,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-sample-school-official/wbu-2026-source-plan.html；data/external/issue19-sample-school-official/wbu-2026-undergraduate-plan.html,物联网工程(智能系统方向),,60,5200,物理和化学,contains_after_normalization,85,match,,false,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-2436760dd66c9dcf,ADM-a02e3f5e293f8c9e,B0B1DIFF-2436760dd66c9dcf,CLOSEMAJOR-2436760dd66c9dcf,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,strong_support,官网专业名和计划数匹配，可作为强辅证；仍需 PDF 原页和湖北官方系统复核。,PDF原页；湖北官方系统/省招办计划；专业组边界；家庭接受度；调剂范围,87,C0-P0证据闭环先核,M-ee113f80b04b7f51,G-43eaec6deac85123,C150,武汉商学院,C15003,80,3,23,大数据管理与应用（大一在马影河校区就读，大二起在后官湖校区就读）,66,4000,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-sample-school-official/wbu-2026-source-plan.html；data/external/issue19-sample-school-official/wbu-2026-undergraduate-plan.html,大数据管理与应用,,66,4000,仅物理,contains_after_normalization,85,match,,false,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-416c33346969e65d,ADM-cb4a47ecdc563706,B0B1DIFF-416c33346969e65d,CLOSEMAJOR-416c33346969e65d,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,strong_support,官网专业名和计划数匹配，可作为强辅证；仍需 PDF 原页和湖北官方系统复核。,PDF原页；湖北官方系统/省招办计划；专业组边界；家庭接受度；调剂范围,88,C0-P0证据闭环先核,M-cace99f8afdee8dc,G-887faa839014956a,C150,武汉商学院,C15004,80,3,44,数据科学与大数据技术（大一在马影河校区就读，大二起在后官湖校区就,67,5200,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-sample-school-official/wbu-2026-source-plan.html；data/external/issue19-sample-school-official/wbu-2026-undergraduate-plan.html,数据科学与大数据技术,,67,5200,物理和化学,contains_after_normalization,85,match,,false,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-e7e1127554433ff9,ADM-678a43fe17bf6c76,B0B1DIFF-e7e1127554433ff9,CLOSEMAJOR-e7e1127554433ff9,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,strong_support,官网专业名和计划数匹配，可作为强辅证；仍需 PDF 原页和湖北官方系统复核。,PDF原页；湖北官方系统/省招办计划；专业组边界；家庭接受度；调剂范围,89,C0-P0证据闭环先核,M-a3ac72ffb4c6cb89,G-887faa839014956a,C150,武汉商学院,C15004,80,4,45,人工智能（大一在马影河校区就读，大二起在后官湖校区就读）,57,4000,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-sample-school-official/wbu-2026-source-plan.html；data/external/issue19-sample-school-official/wbu-2026-undergraduate-plan.html,人工智能,,57,4000,物理和化学,contains_after_normalization,85,match,,false,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-fecef367aa4e3086,ADM-02c8544d8e085245,B0B1DIFF-fecef367aa4e3086,CLOSEMAJOR-fecef367aa4e3086,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,90,C0-P0证据闭环先核,M-84cbf4fe12f920bf,G-4b176ed1a76f733b,C133,湖北师范大学,C13310,78,11,51,计算机科学与技术,20,5200,,needs_official_plan_source_search,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-e3bde10a56b33386,,B0B1DIFF-e3bde10a56b33386,CLOSEMAJOR-e3bde10a56b33386,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,91,C0-P0证据闭环先核,M-d63c0e01688f8e8e,G-a1cd3f378e872cc7,F099,天津外国语大学,F09906,96,2,17,日语（可参与”日语+大数据管理与应用“或国别区域人才创新班选拔：马场道校区；外语语种：不限）,,5400,,has_reusable_2026_hubei_plan_source,,,,,,,,,,,,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-d5305646d5da6260,,B0B1DIFF-d5305646d5da6260,CLOSEMAJOR-d5305646d5da6260,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,92,C0-P0证据闭环先核,M-bc883613fa465e6c,G-3176ac57fc59baf6,F099,天津外国语大学,F09908,96,4,24,大数据管理与应用（依托天津市大学软件学院实训实习基地，实行校内和校外“双导师“制：滨海校区）,,4400,,has_reusable_2026_hubei_plan_source,,,,,,,,,,,,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-db66557d8da40792,ADM-2085e90c6097b446,B0B1DIFF-db66557d8da40792,CLOSEMAJOR-db66557d8da40792,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,conflict_review,官网专业名匹配但计划数冲突，优先回看原页和字段列。,PDF原页计划数列；湖北官方系统/省招办计划；OCR字段错位排查,93,C0-P0证据闭环先核,M-428c631bc321e966,G-37268c0379be16ef,H945,南宁学院,H94505,199,3,24,数字媒体技术,22500.,,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/unn-2026-undergraduate-plan-page.html,数字媒体技术,,3,22500,物理+化学,exact_after_normalization,100,mismatch,计划数冲突,true,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-ab92ff70f80a7c9e,ADM-122af5655a1187e6,B0B1DIFF-ab92ff70f80a7c9e,CLOSEMAJOR-ab92ff70f80a7c9e,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,rules_only,目前只有章程或规则线索，不能作为逐专业计划证据。,继续补高校逐专业计划源；核招生章程限制项,94,C0-P0证据闭环先核,M-22b0d4219db7bfd1,G-8159b57638ce2359,F002,北方工业大学,F00202,92,15,17,计算机科学与技术,,4600,,charter_or_rules_only_no_plan,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,仅章程或规则线索,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-68796035eeb9b9f5,ADM-67d6973678130d04,B0B1DIFF-68796035eeb9b9f5,CLOSEMAJOR-68796035eeb9b9f5,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,rules_only,目前只有章程或规则线索，不能作为逐专业计划证据。,继续补高校逐专业计划源；核招生章程限制项,95,C0-P0证据闭环先核,M-3bf1af9d6488e197,G-8159b57638ce2359,F002,北方工业大学,F00202,92,16,18,计算机科学与技术（创新实验班）,,4600,,charter_or_rules_only_no_plan,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,仅章程或规则线索,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-b86c2fd685a9386d,ADM-e4ff125ffcfa1fdb,B0B1DIFF-b86c2fd685a9386d,CLOSEMAJOR-b86c2fd685a9386d,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,rules_only,目前只有章程或规则线索，不能作为逐专业计划证据。,继续补高校逐专业计划源；核招生章程限制项,96,C0-P0证据闭环先核,M-5727198817aa408a,G-8159b57638ce2359,F002,北方工业大学,F00202,92,17,19,信息安全,,4600,,charter_or_rules_only_no_plan,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,仅章程或规则线索,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
