第一闭环机器坐标候选公开审计ID,来源第一闭环PDFOCR候选公开审计,来源第一闭环PDFOCR候选摘要,来源第一闭环PDFOCR候选私有工作台,来源P0字段机器坐标候选表,来源第一闭环机器坐标候选私有工作台,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,第一闭环执行顺序,执行泳道,第一闭环页列优先级,稳定基座第一闭环明细任务ID,稳定基座第一闭环任务复核公开账本ID,稳定基座第一闭环页列包ID,稳定基座第一闭环复核公开账本ID,第一闭环PDFOCR候选公开审计ID,来源页码,版面列,页码版面键,任务来源类型,字段审计范围,原PDFOCR候选记录状态,原PDFOCR候选审阅桶,原PDFOCR与高校辅证关系桶,机器坐标候选记录状态,机器坐标候选审阅桶,机器坐标候选关系桶,是否原缺PDFOCR,是否机器坐标可补候选,是否从缺PDFOCR提升为机器坐标待核,匹配P0机器坐标记录数,单一机器坐标候选记录数,无机器坐标候选记录数,机器坐标冲突或多值记录数,机器坐标候选字段数,机器坐标候选字段类别,机器坐标候选置信等级,机器坐标候选规则ID,P0字段机器候选任务ID,来源P0字段原页重读任务ID,来源字段事实核验任务ID,页级保真队列ID,专业行原页证据锚点ID,候选证据行号数量,候选证据坐标数量,私有字段明细状态,PDF原页是否必核,湖北官方侧是否必核,高校辅证是否需要复核,是否需要人工直接看图,是否需要双人复核,是否可自动写入私有记录值,机器坐标是否允许自动写回主表,机器坐标是否允许自动回填候选,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,公开安全策略,下一步
FIRSTMCOORD-1caa792d9fd8b3ac,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-33259a9f9d763d46,FIRSTTASKREVIEW-1caa792d9fd8b3ac,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-1caa792d9fd8b3ac,226,left,226-left,P0人工字段任务,专业计划数,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,M0-机器坐标单一候选可作为人工核页提示,MC0-机器坐标候选可辅助PDF原页核页,MR0-缺PDFOCR但机器坐标可补候选,true,true,true,1,1,0,0,1,专业计划数,medium,R_PLAN_LEFT_X_0.39_0.455_LEN_1_3,P0COORDCAND-9faac4b953f11ced,FIELDP0REREAD-04323519913a9622,FIELDVERIFY-c5b7ea5912a6f126,PAGEFID-3dc71db9b55d908e,PDFANCHOR-f7188dd0f0460bad,1,1,private_machine_coordinate_candidate_seeded,true,true,true,false,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,用机器坐标候选辅助人工核PDF原页；再核湖北官方侧；仍不得自动写回字段事实
FIRSTMCOORD-72780921b1605020,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-38e50924bb176727,FIRSTTASKREVIEW-72780921b1605020,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-72780921b1605020,226,left,226-left,自动官网辅证任务,专业计划数；学费；再选科目,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,false,false,0,0,0,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,false,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-b888f314b3908c62,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-39187a6d7560b6e7,FIRSTTASKREVIEW-b888f314b3908c62,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-b888f314b3908c62,226,left,226-left,自动官网辅证任务,专业计划数；学费；再选科目,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,false,false,0,0,0,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,false,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-19a5402e47476b92,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-4be2297b222daff5,FIRSTTASKREVIEW-19a5402e47476b92,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-19a5402e47476b92,226,left,226-left,P0人工字段任务,专业计划数,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,M1-机器坐标仍无候选需人工看图,MC1-机器坐标仍缺候选继续人工看图,MR1-缺PDFOCR且机器坐标仍缺候选,true,false,false,1,0,1,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,true,true,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-0fc41e377eb675ea,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-4e84b7d69fa1307d,FIRSTTASKREVIEW-0fc41e377eb675ea,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-0fc41e377eb675ea,226,left,226-left,P0人工字段任务,专业计划数,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,M0-机器坐标单一候选可作为人工核页提示,MC0-机器坐标候选可辅助PDF原页核页,MR0-缺PDFOCR但机器坐标可补候选,true,true,true,1,1,0,0,1,专业计划数,medium,R_PLAN_LEFT_X_0.39_0.455_LEN_1_3,P0COORDCAND-7daa02d5bfd2671c,FIELDP0REREAD-c29e3f05d55d942f,FIELDVERIFY-9009dca497a2fbaf,PAGEFID-3dc71db9b55d908e,PDFANCHOR-0873cd654c3365e0,1,1,private_machine_coordinate_candidate_seeded,true,true,true,false,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,用机器坐标候选辅助人工核PDF原页；再核湖北官方侧；仍不得自动写回字段事实
FIRSTMCOORD-db24b4b0c2b0498c,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-65d09d5c33f190b6,FIRSTTASKREVIEW-db24b4b0c2b0498c,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-db24b4b0c2b0498c,226,left,226-left,P0人工字段任务,专业计划数,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,M0-机器坐标单一候选可作为人工核页提示,MC0-机器坐标候选可辅助PDF原页核页,MR0-缺PDFOCR但机器坐标可补候选,true,true,true,1,1,0,0,1,专业计划数,medium,R_PLAN_LEFT_X_0.39_0.455_LEN_1_3,P0COORDCAND-19e0509bfd84ae16,FIELDP0REREAD-9946b109eff59333,FIELDVERIFY-3303f0640cd87abf,PAGEFID-3dc71db9b55d908e,PDFANCHOR-7b08eaec7fbaa79e,1,1,private_machine_coordinate_candidate_seeded,true,true,true,false,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,用机器坐标候选辅助人工核PDF原页；再核湖北官方侧；仍不得自动写回字段事实
FIRSTMCOORD-ad84a6f71a8608a4,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-71edd57df6132e94,FIRSTTASKREVIEW-ad84a6f71a8608a4,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-ad84a6f71a8608a4,226,left,226-left,自动官网辅证任务,专业计划数；学费；再选科目,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,false,false,0,0,0,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,false,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-b002dcbfa87d0a87,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-7bedb10cacefefe5,FIRSTTASKREVIEW-b002dcbfa87d0a87,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-b002dcbfa87d0a87,226,left,226-left,P0人工字段任务,专业计划数,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,M1-机器坐标仍无候选需人工看图,MC1-机器坐标仍缺候选继续人工看图,MR1-缺PDFOCR且机器坐标仍缺候选,true,false,false,1,0,1,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,true,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-af73484e80e6a525,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-81c8c77e8830e077,FIRSTTASKREVIEW-af73484e80e6a525,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-af73484e80e6a525,226,left,226-left,自动官网辅证任务,专业计划数；学费；再选科目,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,false,false,0,0,0,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,false,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-aea07e8a29911a5d,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-82a0f5989c55884d,FIRSTTASKREVIEW-aea07e8a29911a5d,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-aea07e8a29911a5d,226,left,226-left,P0人工字段任务,专业计划数,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,M0-机器坐标单一候选可作为人工核页提示,MC0-机器坐标候选可辅助PDF原页核页,MR0-缺PDFOCR但机器坐标可补候选,true,true,true,1,1,0,0,1,专业计划数,medium,R_PLAN_LEFT_X_0.39_0.455_LEN_1_3,P0COORDCAND-308338ac80fa5ac6,FIELDP0REREAD-dd6bed09bd3db600,FIELDVERIFY-d353411548e9eb23,PAGEFID-3dc71db9b55d908e,PDFANCHOR-d0a774364facb00d,1,1,private_machine_coordinate_candidate_seeded,true,true,true,false,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,用机器坐标候选辅助人工核PDF原页；再核湖北官方侧；仍不得自动写回字段事实
FIRSTMCOORD-cade3a0dcc799865,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-844eebd62e0ea14a,FIRSTTASKREVIEW-cade3a0dcc799865,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-cade3a0dcc799865,226,left,226-left,自动官网辅证任务,专业计划数；学费；再选科目,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,false,false,0,0,0,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,false,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-44559f7e0ad1dd1e,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-88c7883b4b4503f6,FIRSTTASKREVIEW-44559f7e0ad1dd1e,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-44559f7e0ad1dd1e,226,left,226-left,自动官网辅证任务,专业计划数；学费；再选科目,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,false,false,0,0,0,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,false,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-2bac4a4f8d47c01e,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-88d1b347fbb30275,FIRSTTASKREVIEW-2bac4a4f8d47c01e,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-2bac4a4f8d47c01e,226,left,226-left,自动官网辅证任务,专业计划数；学费；再选科目,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,false,false,0,0,0,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,false,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
FIRSTMCOORD-2feb8c8064d10c18,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-field-fact-p0-reread-machine-candidates.csv,first_closure_machine_coordinate_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_machine_coordinate_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×机器坐标候选公开状态,false,false,false,false,false,false,false,false,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-890f406b7b9b56e5,FIRSTTASKREVIEW-2feb8c8064d10c18,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPDFOCR-2feb8c8064d10c18,226,left,226-left,自动官网辅证任务,学费；再选科目,private_pdf_ocr_candidate_seeded,P3-有候选但需人工确认,R3-仅PDFOCR候选待人工核页,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,false,false,0,0,0,0,0,,,,,,,,,0,0,no_private_machine_coordinate_candidate,true,true,true,false,false,false,false,false,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_three_way_closure,blocked_until_private_pdf_hubei_review_confirms_values,公开层只保存机器坐标候选存在性、状态桶、计数、证据编号和门禁；不公开字段明细、学校专业明细、识别正文或私有路径,继续按原PDFOCR候选审计状态人工核PDF原页和湖北官方侧
