第一闭环PDFOCR候选公开审计ID,来源第一闭环执行队列,来源第一闭环任务复核公开账本,来源第一闭环私有预填公开审计,来源第一闭环私有复核材料,来源第一闭环PDFOCR候选私有工作台,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,PDFOCR候选审计总序,第一闭环执行顺序,执行泳道,第一闭环页列优先级,稳定基座第一闭环明细任务ID,稳定基座第一闭环任务复核公开账本ID,稳定基座第一闭环页列包ID,稳定基座第一闭环复核公开账本ID,第一闭环私有预填公开审计ID,来源页码,版面列,页码版面键,任务来源类型,字段审计范围,PDFOCR候选记录证据编号,PDFOCR候选记录状态,PDFOCR候选审阅桶,PDFOCR与高校辅证关系桶,PDFOCR候选字段数,高校辅证候选字段数,可比字段数,一致字段数,冲突字段数,缺PDFOCR但有高校线索字段数,是否有PDFOCR计划数候选,是否有PDFOCR学费候选,是否有PDFOCR选科候选,是否有高校计划数线索,是否有高校学费线索,是否有高校选科线索,是否存在PDFOCR与高校冲突,是否存在PDFOCR与高校一致字段,是否需要人工直接看图,是否需要双人复核,是否可自动写入私有记录值,PDF原页是否必核,湖北官方侧是否必核,高校辅证是否需要复核,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,公开安全策略,下一步
FIRSTPDFOCR-aea07e8a29911a5d,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,122,18,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-82a0f5989c55884d,FIRSTTASKREVIEW-aea07e8a29911a5d,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPREFILLAUDIT-b55961124bc8610b,226,left,226-left,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-aea07e8a29911a5d,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-cade3a0dcc799865,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,123,18,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-844eebd62e0ea14a,FIRSTTASKREVIEW-cade3a0dcc799865,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPREFILLAUDIT-b55961124bc8610b,226,left,226-left,自动官网辅证任务,专业计划数；学费；再选科目,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-cade3a0dcc799865,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,1,2,0,0,0,2,false,true,false,true,false,true,false,false,false,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-44559f7e0ad1dd1e,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,124,18,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-88c7883b4b4503f6,FIRSTTASKREVIEW-44559f7e0ad1dd1e,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPREFILLAUDIT-b55961124bc8610b,226,left,226-left,自动官网辅证任务,专业计划数；学费；再选科目,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-44559f7e0ad1dd1e,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,1,2,0,0,0,2,false,true,false,true,false,true,false,false,false,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-2bac4a4f8d47c01e,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,125,18,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-88d1b347fbb30275,FIRSTTASKREVIEW-2bac4a4f8d47c01e,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPREFILLAUDIT-b55961124bc8610b,226,left,226-left,自动官网辅证任务,专业计划数；学费；再选科目,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-2bac4a4f8d47c01e,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,1,2,0,0,0,2,false,true,false,true,false,true,false,false,false,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-2feb8c8064d10c18,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,126,18,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-890f406b7b9b56e5,FIRSTTASKREVIEW-2feb8c8064d10c18,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPREFILLAUDIT-b55961124bc8610b,226,left,226-left,自动官网辅证任务,学费；再选科目,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-2feb8c8064d10c18,private_pdf_ocr_candidate_seeded,P3-有候选但需人工确认,R3-仅PDFOCR候选待人工核页,2,0,0,0,0,0,false,true,true,false,false,false,false,false,false,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-359d4bb1a3118b60,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,127,18,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-9492c8564a765ada,FIRSTTASKREVIEW-359d4bb1a3118b60,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPREFILLAUDIT-b55961124bc8610b,226,left,226-left,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-359d4bb1a3118b60,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-06a4c38e98b8bbd4,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,128,18,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-a0ac8bdfbadc9df6,FIRSTTASKREVIEW-06a4c38e98b8bbd4,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPREFILLAUDIT-b55961124bc8610b,226,left,226-left,自动官网辅证任务,专业计划数；学费；再选科目,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-06a4c38e98b8bbd4,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,1,2,0,0,0,2,false,true,false,true,false,true,false,false,false,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-41b9ab0c04bf7a9b,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,129,18,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-b32e99b3f89bcaa4,FIRSTTASKREVIEW-41b9ab0c04bf7a9b,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPREFILLAUDIT-b55961124bc8610b,226,left,226-left,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-41b9ab0c04bf7a9b,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-89a036ed9c891c83,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,130,18,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-b47bcb8a4b82264a,FIRSTTASKREVIEW-89a036ed9c891c83,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPREFILLAUDIT-b55961124bc8610b,226,left,226-left,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-89a036ed9c891c83,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-ab88459e2609ae37,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,131,18,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-bb340f79f9405382,FIRSTTASKREVIEW-ab88459e2609ae37,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPREFILLAUDIT-b55961124bc8610b,226,left,226-left,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-ab88459e2609ae37,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-5ca07b441b5a80b5,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,132,18,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-bb5d3b024be0552c,FIRSTTASKREVIEW-5ca07b441b5a80b5,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPREFILLAUDIT-b55961124bc8610b,226,left,226-left,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-5ca07b441b5a80b5,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-2842d2f855ecf2d4,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,133,18,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-be264c75f53789f6,FIRSTTASKREVIEW-2842d2f855ecf2d4,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPREFILLAUDIT-b55961124bc8610b,226,left,226-left,自动官网辅证任务,专业计划数；学费；再选科目,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-2842d2f855ecf2d4,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,1,2,0,0,0,2,false,true,false,true,false,true,false,false,false,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-af02da08b6f8730c,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,134,18,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-c33e439309ee3511,FIRSTTASKREVIEW-af02da08b6f8730c,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPREFILLAUDIT-b55961124bc8610b,226,left,226-left,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-af02da08b6f8730c,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-3555fc229d319725,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,135,18,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-c45ce9a5ad638ec1,FIRSTTASKREVIEW-3555fc229d319725,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPREFILLAUDIT-b55961124bc8610b,226,left,226-left,自动官网辅证任务,专业计划数；学费；再选科目,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-3555fc229d319725,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,1,2,0,0,0,2,false,true,false,true,false,true,false,false,false,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-a62f1b9a38f0fcec,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,136,18,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTDETAIL-d4cdf918277c76bf,FIRSTTASKREVIEW-a62f1b9a38f0fcec,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPREFILLAUDIT-b55961124bc8610b,226,left,226-left,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-a62f1b9a38f0fcec,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
